327 13156 58179
0 0     5.955828e+02 2.005725e+02
84 6493     5.550797e+02 -5.845825e+01
84 7854     5.899941e+02 -6.023572e+01
84 6486     6.287119e+02 -6.165643e+01
84 6534     6.957413e+02 -6.192676e+01
84 2009     -2.014574e+02 -7.050458e+01
84 7855     -3.759429e+02 -8.703467e+01
84 7856     5.163441e+02 1.456219e+01
84 2003     -2.539941e+02 6.761212e+01
84 7857     1.949957e+02 5.924542e+01
84 7858     5.368075e+02 4.805939e+01
84 7859     -3.975062e+02 3.163452e+01
84 7860     5.263678e+01 2.478339e+01
84 7861     -2.811429e+02 1.463605e+01
84 6158     6.232659e+02 -8.687665e+01
84 2432     -4.112731e+02 1.231549e+01
84 7862     4.323914e+02 1.061707e+00
84 7863     5.692935e+02 7.098999e-01
84 7864     6.229171e+02 -1.782837e+00
84 6528     7.198177e+02 -3.272400e+00
84 6537     7.572245e+02 -5.253174e+00
84 5050     3.757198e+02 -1.362648e+02
84 6888     5.090701e+02 -8.862384e+01
84 7865     -3.421382e+02 -9.455865e+01
84 207     -4.591400e+02 -1.005001e+02
84 581     1.105950e+02 -1.172045e+02
84 7866     2.275565e+02 -1.189741e+02
84 7867     -1.798262e+02 -1.197749e+02
84 7868     7.796925e+02 -1.219193e+02
84 2546     -3.122912e+02 -1.341741e+02
84 6518     4.560961e+02 -1.370627e+02
84 7869     3.894314e+02 -1.488860e+02
84 231     -3.576561e+02 -1.494396e+02
84 1999     7.797546e+01 -1.827360e+02
84 7870     2.955217e+02 -1.855173e+02
84 7871     2.661725e+01 -1.159879e+02
84 1524     1.961479e+02 -5.633405e+01
84 7872     -3.075608e+02 6.808032e+01
84 73     -4.400212e+02 -1.344266e+02
84 6487     4.810924e+02 -4.131555e+01
84 7873     1.829651e+02 1.635683e+02
84 7874     2.715621e+02 1.362498e+02
84 7875     4.396287e+02 6.996350e+01
84 7876     2.007955e+02 7.260858e+01
84 7877     3.090338e+02 8.285913e+01
84 7878     5.546014e+01 9.082825e+01
84 2989     1.570875e+02 -1.172762e+02
84 7879     3.625465e+02 9.921460e+01
84 7880     1.141475e+02 1.209606e+02
84 7881     3.233558e+02 1.369654e+02
84 2060     -2.447138e+02 3.774463e+01
84 7882     -4.683339e+02 3.950861e+01
84 7883     -6.648588e+02 3.932129e+01
84 311     2.217362e+02 1.549023e+01
84 1573     -3.821335e+02 3.384491e+01
84 1823     1.769760e+02 -1.183655e+02
84 203     -4.624241e+02 -1.188663e+02
84 1505     -7.622812e+02 -2.208783e+01
84 7884     8.150702e+01 1.170607e+02
84 7885     -2.883662e+02 8.806027e+01
84 7886     2.838264e+02 8.358533e+01
84 1732     -3.011956e+02 4.780939e+01
84 2026     -2.526105e+02 7.949463e+01
84 7887     2.154401e+02 7.701300e+01
84 7888     -2.717396e+02 6.519928e+01
84 2024     -1.660018e+02 6.584662e+01
84 2021     -1.954935e+02 5.597595e+01
84 1359     -4.396273e+02 -6.872107e+01
84 1542     -5.035469e+02 -4.880908e+01
84 4833     -6.362195e+01 -4.862970e+01
84 4907     -1.776111e+01 -5.551544e+01
84 1351     2.213105e+02 -5.735266e+01
84 2543     -6.754300e+02 -6.099530e+01
84 1611     -6.756394e+02 -1.180118e+02
84 7889     6.469966e+02 -6.080609e+01
84 1141     -6.211814e+02 -4.821161e+01
84 4906     -1.761571e+02 -6.767078e+01
84 118     -6.794694e+02 -7.411200e+01
84 1596     -6.714106e+02 -9.681927e+01
84 532     5.806820e+02 -9.653912e+01
84 1149     -6.226004e+02 -9.936572e+01
84 6160     -8.647009e+01 -1.110242e+02
84 7890     -2.820379e+02 -2.313477e+01
84 7891     5.549355e+02 2.494873e+00
84 1790     -1.551648e+02 1.310425e-01
84 7892     -2.848090e+01 1.126709e-01
84 6498     5.145703e+02 -2.058722e+01
84 1848     2.088372e+02 7.548828e-01
84 7893     1.253029e+02 -2.642609e+01
84 7894     -4.252753e+01 -3.129114e+01
84 2036     -1.446168e+02 -3.210010e+01
84 718     9.473938e+01 -4.078827e+01
84 166     1.165274e+02 -4.115826e+01
84 7895     3.572469e+02 -1.742172e+02
84 1872     4.825463e+02 -1.786198e+02
84 2030     6.357758e+01 -1.883383e+02
84 7896     5.756648e+02 -1.359097e+02
84 7897     -7.367456e+01 -1.226307e+02
84 7898     5.648258e+02 -1.329978e+02
84 230     -6.375594e+02 -1.348509e+02
84 2000     1.564781e+02 -1.371061e+02
84 7899     4.069388e+02 -1.366943e+02
84 2985     1.824309e+02 -1.386034e+02
84 376     4.414060e+02 -1.592850e+02
84 7900     7.344059e+02 -1.611931e+02
84 2201     -1.174186e+02 -1.660649e+02
84 1870     4.525796e+02 -1.667106e+02
84 6143     -1.547549e+02 -1.203772e+02
84 7901     2.366473e+02 -3.838005e+02
85 7902     3.903248e+02 1.803275e+02
85 2597     4.685441e+02 1.824984e+02
85 7903     6.581274e+01 1.308016e+02
85 3074     -4.819416e+02 1.015617e+02
85 7904     -4.110397e+02 -1.600784e+02
85 3079     -7.071607e+02 1.241251e+02
85 7905     -7.573161e+02 4.054194e+02
85 7906     1.190732e+02 2.449569e+02
85 7907     2.744407e+02 -8.038678e+01
85 7908     2.097204e+02 -8.771191e+01
85 7909     -4.577112e+02 3.053466e+02
85 7910     -6.120697e+02 3.835428e+02
85 7911     -3.456945e+02 5.400604e+02
85 7912     -5.877980e+02 2.333022e+02
85 7913     1.453213e+02 -1.023181e+01
85 7914     2.012045e+02 -5.305676e+01
85 7915     1.366223e+02 7.000775e+01
85 2906     -3.207257e+02 1.047571e+02
85 7916     4.789794e+02 1.178998e+02
85 7917     -6.630263e+02 2.367308e+02
85 7918     -3.376623e+02 2.453290e+02
85 530     -3.884389e+02 2.499648e+02
85 120     -4.866235e+02 2.226791e+02
85 121     -5.370765e+02 2.279054e+02
85 7919     3.174438e+02 7.259088e+01
85 7920     2.981268e+01 2.506393e+02
85 4861     -4.531020e+02 2.531537e+02
85 7921     -5.121750e+02 2.519318e+02
85 7922     -6.594206e+02 2.695133e+02
85 7923     -4.357531e+02 2.181030e+02
85 7924     -6.392086e+02 3.594798e+02
85 7925     -5.018595e+02 1.436771e+02
85 7926     3.668209e+02 7.335687e+01
85 7927     2.914078e+02 8.287726e+01
85 2447     2.375153e+02 8.179291e+01
85 2548     5.621222e+01 8.650079e+01
85 7928     -3.788979e+02 1.108303e+02
85 2259     -4.464336e+02 1.146357e+02
85 7929     -3.504971e+02 1.337652e+02
85 7930     7.797599e+02 1.477414e+02
85 2428     3.128337e+02 1.623409e+02
85 7931     -3.414070e+02 1.974657e+02
85 7932     -4.037026e+02 2.149604e+02
85 7933     4.854684e+02 4.798401e+00
85 247     -3.169588e+02 -3.255005e+00
85 292     -4.071779e+02 9.576050e+00
85 7934     2.901132e+02 -4.363983e+01
85 3207     -2.886167e+02 -5.650439e+01
85 3215     -4.579352e+02 -1.063411e+02
85 7935     4.001392e+02 -3.390155e+01
85 2467     2.949025e+02 2.226264e+02
85 2493     1.459003e+02 -5.970233e+01
85 5163     -1.607764e+02 3.924827e+02
85 7936     3.454878e+02 4.775293e+01
85 7937     -1.936885e+02 3.164526e+01
85 7938     -6.933826e+02 3.308178e+02
85 7939     -5.497513e+02 2.563168e+02
85 5040     -3.430963e+02 3.372344e+02
85 1490     -3.075801e+02 1.315290e+02
85 7940     2.645264e+02 7.169580e+01
85 7941     5.727367e+02 8.712256e+01
85 668     -2.805232e+02 9.598227e+01
85 7942     4.468750e+02 1.182232e+02
85 7943     -7.525523e+02 1.257086e+02
85 1489     -3.860634e+02 1.372980e+02
85 3098     -6.883862e+02 1.334391e+02
85 589     -4.580789e+02 1.400818e+02
85 3096     -7.296319e+02 1.376674e+02
85 7944     3.250667e+02 2.024615e+01
85 7945     7.018972e+02 3.478107e+01
85 1522     -4.336990e+02 -1.276672e+00
85 7946     3.860955e+02 1.149109e+01
85 290     -3.315914e+02 -3.389746e+01
85 5227     -8.091095e+01 1.244189e+01
85 4838     -6.334293e+02 2.642115e+02
85 7947     -6.944890e+02 3.501997e+02
85 7948     1.588578e+02 2.527596e+02
85 1702     -5.272532e+02 2.512957e+02
85 7949     5.576593e+01 2.500756e+02
85 7950     1.140488e+02 1.709338e+02
85 7951     1.923195e+02 2.308651e+02
85 7952     1.749615e+02 2.256104e+02
85 7953     3.184581e+02 2.140982e+02
85 3163     -7.040558e+02 6.222485e+01
85 7954     6.675374e+02 -3.809985e+01
85 7955     5.065608e+02 -7.903882e+01
85 7956     -7.076323e+02 5.495178e+02
85 7957     -7.191796e+02 4.739231e+02
85 7958     -5.237061e+02 4.596224e+02
85 7959     1.946826e+02 7.817322e+01
85 7960     6.342281e+02 4.661816e+01
85 3135     -4.106170e+02 3.811719e+01
85 7961     4.803983e+02 3.725128e+01
85 316     -4.865532e+02 -1.167316e+01
85 317     -4.224264e+02 -2.098901e+01
85 7962     -6.773729e+02 1.907255e+02
85 7963     1.622375e+00 -3.860638e+01
85 7964     -5.069372e+02 -4.801544e+01
85 7965     -4.202334e+02 -1.057932e+02
85 370     -3.902108e+02 -1.398200e+02
85 7791     1.547748e+01 9.166800e+01
85 321     -4.803892e+02 2.001634e+02
85 7966     5.747382e+02 1.823800e+02
85 7967     1.818261e+02 1.809218e+02
85 1454     -5.334056e+02 1.792015e+02
85 1717     -4.763807e+02 1.790431e+02
85 7968     -4.499841e+01 1.699010e+02
85 7969     -1.706682e+02 1.552647e+02
85 7970     3.428323e+02 8.245532e+01
85 7971     2.414155e+02 1.571357e+02
85 7972     3.573412e+02 1.064833e+02
85 2064     -4.420754e+02 9.515167e+01
85 6884     6.473640e+02 1.129298e+02
85 7973     3.984711e+02 1.235372e+02
85 7974     -1.334247e+02 1.228780e+02
85 2946     -5.065976e+02 1.253345e+02
85 7975     -5.354959e+02 1.262355e+02
85 3216     -1.980628e+02 1.266232e+02
85 7976     4.275101e+02 1.336591e+02
85 7977     3.462825e+02 1.603556e+02
85 3130     -6.937758e+02 2.353326e+02
85 7978     -4.243903e+02 2.395316e+02
85 7979     -4.762643e+02 2.479016e+02
85 2038     -5.812174e+02 2.607625e+02
85 7893     -5.006062e+02 2.718773e+02
85 7980     -2.672700e+02 1.787796e+02
85 7981     6.345233e+01 1.937126e+02
85 7982     -7.188724e+02 2.010302e+02
85 7983     2.533503e+02 2.199673e+02
85 2539     2.751091e+02 2.228595e+02
85 1156     -7.877821e+02 4.633562e+02
85 7984     -1.475382e+02 3.561475e+02
85 7985     -7.004241e+02 3.352535e+02
85 7986     -2.325540e+02 -1.176022e+02
85 7987     1.320562e+02 2.891174e+01
85 7988     4.336609e+02 1.224316e+01
85 7989     7.606168e+02 1.092822e+01
85 7990     -1.516348e+02 -5.487671e-01
85 7991     -2.573407e+02 -4.774841e+00
85 7992     5.845142e+02 -3.955231e+01
85 364     -3.156435e+02 -4.386707e+01
85 7993     -1.650042e+02 -1.059326e+02
85 7994     -1.375211e+02 -1.059921e+02
85 7995     -3.516720e+02 -1.443790e+02
85 446     -6.863693e+02 1.158584e+02
85 445     -6.325820e+02 1.140409e+02
85 7996     -5.633688e+02 1.127923e+02
85 459     -6.134701e+02 1.005403e+02
85 7997     -3.918814e+02 1.002478e+02
85 7998     -1.321146e+02 9.276654e+01
85 7999     -5.989515e+02 8.874191e+01
85 8000     2.705034e+02 1.545258e+02
85 8001     -5.632721e+02 7.988208e+01
85 6502     1.226489e+02 7.999994e+01
85 8002     -1.241452e+02 7.701709e+01
85 453     -6.094199e+02 7.338928e+01
85 8003     -5.722922e+02 6.812469e+01
85 8004     5.555811e+02 6.395636e+01
85 8005     -3.971325e+02 6.046643e+01
85 8006     -1.788256e+02 6.086853e+01
85 8007     -7.322186e+02 4.304773e+01
85 5057     1.000034e+02 4.447540e+01
85 8008     -2.932923e+02 4.688226e+01
85 8009     2.051282e+01 2.627945e+02
85 8010     6.311598e+02 1.343878e+02
85 8011     6.407943e+02 1.460241e+02
85 2400     -3.546721e+02 -5.159290e+01
85 8012     -4.988257e+02 2.130042e+02
85 3104     -6.754799e+02 2.399327e+02
85 8013     4.077546e+02 2.553934e+02
85 8014     4.295710e+02 2.568725e+02
85 8015     4.167584e+01 2.589220e+02
85 8016     -3.229765e+02 2.639368e+02
85 2043     -5.332293e+02 2.671751e+02
85 8017     -4.053348e+02 1.661118e+02
85 8018     7.387710e+02 1.671270e+02
85 8019     7.101508e+02 1.696218e+02
85 8020     -4.601927e+02 2.096065e+02
85 7614     2.694370e+02 1.806985e+02
85 2470     -1.087054e+01 1.933817e+02
85 395     -5.067278e+02 2.040715e+02
85 8021     -6.151480e+02 4.545307e+02
85 8022     -3.036731e+02 5.150996e+02
85 8023     -3.893752e+02 5.455492e+02
85 8024     -5.271495e+02 5.538148e+02
85 8025     -1.303326e+02 2.798329e+02
85 8026     2.077026e+02 1.629169e+02
85 8027     -1.750180e+02 3.438465e+02
85 3114     -4.929839e+02 -7.751251e+01
85 8028     -3.253527e+02 -7.569147e+01
85 8029     8.456750e+01 -7.306128e+01
85 6132     -3.395417e+02 -5.551270e+01
85 437     -4.697973e+02 -5.243616e+01
85 8030     6.805831e+02 -4.644751e+01
85 8031     -5.148282e+02 2.980685e+02
85 8032     -1.064678e+02 -4.425421e+01
85 8033     2.122946e+02 -1.148755e+01
85 8034     -2.378167e+02 -8.157349e-01
85 8035     -7.202739e+02 1.773682e-01
85 6169     -3.887859e+02 3.808533e+00
85 8036     7.445782e+02 1.089410e+01
85 8037     -2.659405e+02 1.561211e+02
85 3169     -4.127839e+02 1.514276e+01
85 2503     2.845106e+02 1.682886e+01
85 8038     -6.150654e+02 -1.628980e+02
85 8039     -3.645679e+02 -1.367864e+02
85 8040     -3.053716e+02 -1.021380e+02
85 8041     7.942987e+02 6.358136e+01
85 4299     -9.459009e+01 8.792578e+01
85 8042     7.474211e+02 7.365314e+01
85 8043     7.097799e+02 7.397125e+01
85 3122     -3.993804e+02 7.576373e+01
85 8044     6.208044e+02 7.830023e+01
85 7546     -1.974169e+02 7.886285e+01
85 8045     7.570806e+02 8.280695e+01
85 8046     -1.873984e+02 8.682416e+01
85 457     -3.997430e+02 8.744678e+01
85 8047     4.795514e+01 7.057477e+01
85 8048     -1.674151e+02 9.956506e+01
85 8049     -2.980784e+02 1.060157e+02
85 8050     5.682242e+02 1.165650e+02
85 8051     1.435986e+02 2.758777e+01
85 447     -6.213981e+02 1.234382e+02
85 8052     -3.217941e+02 1.497343e+02
85 7539     -2.133409e+02 1.538289e+02
85 8053     8.937006e+01 5.631396e+01
85 443     -2.693594e+02 2.401636e+01
85 2596     -3.156311e+00 2.655511e+01
85 8054     5.938347e+02 2.982428e+01
85 8055     -7.244263e+00 3.491083e+01
85 3172     -3.789058e+02 3.601556e+01
85 2599     5.281104e+02 3.686133e+01
85 8056     6.199286e+02 4.652856e+01
85 2948     3.387457e+02 5.345355e+01
85 8057     -8.357300e+01 5.147510e+01
85 8058     5.001025e+02 1.066916e+02
85 8059     5.295509e+02 5.401343e+01
85 8060     -4.064318e+02 1.102434e+02
85 8061     -4.943793e+01 3.500580e+02
86 2729     -2.651006e+02 9.509460e+00
86 4918     6.658691e+00 -4.554626e+01
86 2702     1.530441e+02 -4.859540e+01
86 2490     -2.105070e+02 3.310612e+02
86 8062     4.526854e+02 4.687401e+02
86 8063     3.732219e+02 4.796469e+02
86 8064     -3.669916e+01 3.270419e+02
86 8065     6.174738e+02 3.025682e+02
86 8066     3.906019e+02 1.755728e+02
86 3075     -1.277142e+01 1.419046e+02
86 8067     -2.871039e+02 1.042792e+01
86 8068     5.523673e+02 2.994719e+02
86 8069     -2.869141e+02 2.932353e+02
86 4999     -2.076777e+02 2.396930e+02
86 8070     -4.488893e+02 1.258239e+02
86 1444     -1.543890e+01 4.587927e+01
86 8071     1.774075e+02 1.888745e+01
86 8072     -6.124798e+02 1.700311e+01
86 8073     -3.904886e+02 5.772766e+00
86 8074     -2.941279e+02 -1.510135e+02
86 8     -2.090288e+02 -1.523312e+02
86 8075     1.207990e+01 2.957103e+02
86 6907     -3.523807e+02 2.215750e+02
86 8076     -1.872903e+02 8.410327e+01
86 8077     3.842256e+02 1.172887e+02
86 69     3.884172e+02 -1.918525e+02
86 1441     1.874683e+01 -1.812581e+02
86 8078     -3.438174e+02 -1.026769e+02
86 8079     4.980133e+02 -4.341089e+01
86 130     3.869634e+02 1.480469e+01
86 1093     3.367928e+02 8.206543e+01
86 8080     3.308752e+01 8.726379e+01
86 8081     -7.601129e+01 8.447418e+01
86 2642     1.068228e+02 -1.458874e+02
86 8082     6.326531e+02 3.593708e+02
86 8083     3.909161e+02 3.560079e+02
86 8084     4.978523e+02 3.507482e+02
86 4920     9.810309e+01 2.928476e+02
86 8085     -1.021825e+02 2.223804e+02
86 8086     5.916477e+02 3.591536e+02
86 8087     2.611152e+02 4.601313e+02
86 6921     -1.132736e+02 -2.032453e+02
86 1610     7.215410e+02 5.747339e+01
86 8088     6.550615e+02 1.758374e+02
86 190     5.274764e+02 -1.222482e+02
86 1171     7.296533e+02 -2.077399e+02
86 8089     -3.252427e+02 -2.284523e+02
86 3408     1.370628e+02 -1.921439e+02
86 101     3.467916e+02 -1.741750e+02
86 1508     5.620354e+02 -1.470751e+02
86 1187     5.914189e+02 -1.159056e+02
86 1227     7.608099e+02 -1.122444e+02
86 6908     -3.813104e+02 -9.779089e+01
86 1184     5.278492e+02 -7.915234e+01
86 1443     1.115144e+02 -3.389594e+01
86 109     2.532947e+02 -2.716205e+01
86 107     1.905588e+02 -4.663965e+01
86 231     4.221515e+02 2.788440e+01
86 8090     -3.438225e+02 4.041559e+01
86 73     2.314039e+02 5.333051e+01
86 2546     5.348958e+02 6.800391e+01
86 216     6.023086e+02 7.094446e+01
86 8091     4.501985e+02 1.839835e+02
86 8092     -3.949278e+02 2.841396e+02
86 8093     7.586758e+02 1.818127e+02
86 8094     5.201211e+02 1.646889e+02
86 8095     3.146115e+02 1.603912e+02
86 207     1.873124e+02 1.246732e+02
86 8096     7.564563e+01 8.484534e+01
86 1513     2.561063e+02 8.191852e+01
86 8097     5.358142e+02 2.172763e+02
86 1483     1.632424e+02 2.280439e+02
86 8098     -7.428802e+02 2.306753e+02
86 8099     -1.771919e+02 2.373310e+02
86 8100     -1.783748e+02 2.690123e+02
86 2536     -2.796387e+01 2.735952e+02
86 8101     4.689264e+02 2.794563e+02
86 1295     6.507203e+02 -1.167307e+02
86 8102     5.301465e+02 3.207653e+02
86 2758     2.534470e+02 -2.009167e+02
86 4950     -2.952177e+02 -2.005955e+02
86 6137     6.482819e+02 -1.925648e+02
86 1515     2.928170e+02 -1.734319e+02
86 1514     2.428683e+02 -1.701210e+02
86 185     4.913856e+02 -1.449087e+02
86 1291     6.791101e+02 -1.353444e+02
86 1288     3.716952e+02 -1.379044e+02
86 8103     -6.984912e+01 -1.335402e+02
86 102     -1.917560e+02 -8.939587e+01
86 1139     1.054700e+02 -7.811987e+01
86 8104     -5.622306e+02 -6.910278e+01
86 2594     -2.579773e+01 -1.779828e+01
86 8105     8.181323e+01 1.658521e+01
86 8106     -7.152557e+01 3.739240e+01
86 8107     5.391296e+01 2.974297e+02
86 8108     2.893561e+01 4.298151e+01
86 1215     4.985476e+02 -6.399780e+01
86 1580     4.966323e+02 -9.749231e+01
86 8109     6.762744e+02 2.874918e+02
86 8110     6.520355e+02 3.353640e+02
86 8111     4.327753e+02 4.502025e+02
86 8112     6.059839e+02 3.881844e+02
86 1252     -1.019476e+02 -1.328735e+01
86 1285     7.181288e+02 1.189688e+02
86 8113     -1.437400e+02 1.126746e+02
86 1594     7.447147e+02 1.067971e+02
86 3126     -1.581561e+01 1.007102e+02
86 203     1.840946e+02 8.722620e+01
86 8114     -1.149996e+02 7.552594e+01
86 3088     -2.386544e+02 7.359845e+01
86 230     -1.683083e+02 4.053302e+01
86 1345     7.636495e+02 2.621570e+01
86 8115     -5.351148e+02 7.783997e+00
86 7160     6.525104e+02 -3.012878e+00
86 8116     3.298019e+02 3.638105e+02
86 8117     4.294207e+02 4.839000e+02
86 8118     3.066279e+02 4.396053e+02
86 8119     4.322819e+02 3.905439e+02
86 8120     6.361104e+02 3.853767e+02
86 8121     -1.521547e+02 3.187572e+02
86 8122     -1.454092e+02 2.193896e+02
86 1359     2.273140e+02 1.957585e+02
86 1173     -1.899441e+02 -1.792424e+02
86 8123     -3.562254e+02 -1.547244e+02
86 112     -2.523450e+02 -1.570916e+02
86 1516     -1.685480e+02 -1.597597e+02
86 8124     -2.142334e+01 -1.687779e+02
86 8125     6.035181e+02 -1.663377e+02
86 1593     3.737283e+02 -1.707402e+02
86 6358     -2.734977e+02 -1.783773e+02
86 199     -1.466303e+02 -1.763895e+02
86 1604     4.150323e+02 -1.426440e+01
86 200     2.159832e+02 -1.972850e+02
86 8126     4.298285e+02 1.369305e+02
86 1588     3.336614e+02 -2.083495e+02
86 2827     3.087671e+02 -2.211074e+02
86 1240     3.920100e+02 -2.217594e+02
86 1729     7.059897e+02 -2.311550e+02
86 8127     1.201241e+02 -5.751091e+02
86 1192     -7.718311e+01 -1.748950e+01
86 2595     8.105756e+01 -6.441626e+01
86 1182     -1.697419e+02 -3.398651e+01
86 315     7.460939e+02 -3.291931e+01
86 1683     4.890281e+02 -3.515387e+01
86 1602     5.611620e+02 -3.947351e+01
86 76     -2.500543e+02 -4.362622e+01
86 1233     3.910962e+02 -4.730267e+01
86 1228     -1.462770e+02 -5.810944e+01
86 1582     7.037009e+02 -6.005963e+01
86 184     -1.672468e+02 -8.324927e+01
86 1517     -1.417023e+02 -8.792603e+01
86 1230     -9.973895e+01 -3.005780e+01
86 1577     3.892542e+02 -9.425482e+01
86 71     -2.554742e+02 -1.142512e+02
86 1293     6.244399e+02 -1.221921e+02
86 1170     -1.676285e+02 -1.288397e+02
86 1689     7.139849e+02 -1.304724e+02
86 1511     2.709572e+02 -1.402000e+02
86 2598     7.255369e+02 1.210986e+01
86 8128     4.164807e+02 2.527858e+02
86 8129     2.702887e+02 2.219492e+02
86 8130     4.022789e+02 2.261703e+02
86 3634     -3.308524e+02 2.316048e+02
86 8131     -2.359052e+02 2.372303e+02
86 8132     -3.551628e+02 2.460880e+02
86 8133     4.697388e+02 2.503931e+02
86 8134     6.731493e+02 2.528109e+02
86 8135     2.511018e+02 2.564557e+02
86 2798     3.557312e+01 2.677984e+02
86 8136     -4.571357e+02 1.622687e+02
86 1280     7.192922e+02 1.369179e+02
86 8137     7.499230e+02 1.391089e+02
86 8138     3.702073e+02 1.491645e+02
86 7162     4.842888e+02 1.543976e+02
86 8139     -5.356034e+02 1.900731e+02
86 8140     -3.065475e+02 1.991300e+02
86 3128     2.072931e+02 2.105052e+02
86 1679     2.211357e+02 -5.213818e+01
86 8141     6.678190e+02 4.174721e+02
86 8142     1.708700e+02 4.335313e+02
86 8143     3.427878e+02 4.408510e+02
86 8144     2.998218e+02 -2.036046e+02
86 6932     -3.250342e+02 -1.372270e+02
86 8145     3.211567e+02 3.995728e+02
86 3149     4.909397e+02 7.471350e+01
86 8146     2.330656e+02 3.771717e+02
86 8147     5.657716e+02 4.190756e+02
86 8148     -8.047729e+01 -1.918553e+02
86 8149     7.089966e+02 2.742047e+02
86 8150     -2.194208e+02 2.872621e+02
86 8151     4.170577e+02 3.054093e+02
86 8152     3.995577e+02 3.336483e+02
86 8153     4.165741e+02 3.395449e+02
86 8154     2.699220e+02 3.471329e+02
86 8155     2.596580e+02 3.818638e+02
86 8156     2.869144e+02 3.835911e+02
86 8157     4.528997e+02 3.895210e+02
86 7183     6.201119e+02 -9.072168e+01
86 1578     -2.714631e+02 -1.282327e+02
86 6998     4.758610e+02 -1.243542e+02
86 1634     3.496309e+02 -1.217949e+02
86 1624     2.738026e+02 -1.201622e+02
86 174     -2.344636e+02 -1.135562e+02
86 1724     6.022754e+02 -1.066236e+02
86 3165     6.978901e+02 -9.515729e+01
86 178     -2.306085e+02 -9.265381e+01
86 1318     2.198599e+02 -1.470660e+02
86 1722     2.206990e+02 -8.521704e+01
86 1297     -1.907849e+01 -6.500195e+01
86 191     -2.318358e+02 -6.403094e+01
86 8158     -4.277258e+02 -4.107257e+01
86 8159     2.786289e+02 -2.224976e+02
86 110     1.080472e+02 -2.136484e+02
86 7186     5.676146e+02 -2.054260e+02
86 8160     -1.446932e+02 -2.004084e+02
86 8161     -2.003842e+02 -1.981552e+02
86 6988     4.036541e+02 -1.960866e+02
86 195     -7.992560e+01 -2.171406e+02
86 6946     7.485184e+02 -2.159112e+02
86 8162     -5.876800e+02 1.235096e+02
86 8163     2.165472e+02 -1.938531e+02
86 2657     -3.275985e+02 -1.808680e+02
86 2682     -2.515840e+02 -1.781069e+02
86 3167     4.190360e+02 -1.684774e+02
86 1315     2.032136e+02 -1.589172e+02
86 8164     6.243396e+02 -1.530416e+02
86 8165     7.731713e+02 9.678201e+01
86 8166     -3.911219e+02 6.148322e+01
86 6176     5.476917e+02 6.533643e+01
86 232     -3.098819e+02 6.461163e+01
86 1264     5.743531e+02 6.859393e+01
86 3159     7.708273e+02 7.320502e+01
86 3542     6.375946e+02 7.654749e+01
86 8167     -6.728598e+02 -1.940186e+01
86 8168     4.761292e+00 1.115025e+02
86 2838     1.036481e+02 1.225728e+02
86 1596     -2.339484e+02 1.149357e+02
86 1283     7.717328e+01 1.167106e+02
86 2837     5.966146e+02 1.185070e+02
86 6948     4.213528e+02 5.180072e+01
86 1525     -1.704211e+02 -1.108820e+01
86 1685     2.779507e+02 -9.088501e+00
86 221     -2.085176e+02 -2.297589e+01
86 3546     -2.125162e+02 -2.520752e+00
86 8169     3.415331e+02 1.731689e+00
86 1684     3.328918e+01 -1.761615e+01
86 1686     2.241589e+02 7.388916e+00
86 8170     -3.689214e+02 4.811987e+01
86 1688     4.542546e+02 4.287982e+01
86 3156     6.547509e+02 5.729614e+01
86 1607     -1.858798e+02 6.799561e+00
86 8171     7.112500e+02 2.016830e+02
86 1719     1.229153e+02 2.014146e+02
86 2415     -4.216449e+02 2.096986e+02
86 8172     -5.839587e+01 2.147417e+02
86 8173     2.381057e+02 2.417346e+02
86 8174     1.473994e+02 1.057636e+02
86 8175     6.585992e+02 1.360801e+02
86 8176     -3.687032e+02 1.088078e+02
86 8177     -7.186682e+01 1.216465e+02
86 8178     7.802703e+02 1.241836e+02
86 8179     -1.666138e+02 1.240439e+02
86 8180     -3.875741e+02 1.277976e+02
86 8181     5.270970e+02 1.316587e+02
86 2825     5.473456e+02 1.325735e+02
86 8182     -4.501022e+02 1.862309e+02
86 8183     5.842599e+02 1.475586e+02
86 8184     6.152208e+02 1.594850e+02
86 8185     6.465748e+02 1.611102e+02
86 8186     -1.667449e+02 1.724857e+02
86 8187     5.691434e+02 1.824805e+02
86 8188     2.436637e+02 4.370706e+02
86 8189     1.021387e+02 3.596772e+02
86 8190     4.448373e+02 3.688083e+02
86 8191     4.206224e+02 3.752925e+02
86 8192     6.482816e+02 4.186728e+02
86 8193     5.405150e+02 4.190930e+02
86 8194     2.074411e+02 4.292756e+02
86 8195     3.888131e+02 4.355167e+02
86 8196     2.726934e+02 4.397175e+02
86 8197     4.163088e+02 4.414996e+02
86 8198     4.251390e+02 4.507094e+02
86 8199     4.801064e+02 4.595183e+02
86 8200     4.631057e+02 5.075478e+02
86 8201     4.165260e+02 5.336412e+02
86 8202     2.535558e+02 2.724119e+02
86 1704     5.218890e+01 2.719384e+02
86 2466     -1.996080e+02 2.791184e+02
86 8203     5.254032e+02 2.539397e+02
86 8204     4.021492e+02 2.960194e+02
86 8205     2.411792e+02 2.962579e+02
86 8206     1.355842e+02 3.031540e+02
86 8207     3.496442e+01 3.199763e+02
86 8208     2.385836e+02 3.282285e+02
86 2820     5.330264e+02 -1.609792e+02
86 3168     3.901512e+02 -1.615762e+02
