166 3643 39651
0 0     -5.730977e+02 3.442212e+02
55 426     -1.536857e+02 3.378842e+02
55 423     4.312119e+02 3.383595e+02
55 425     -1.284435e+02 3.382355e+02
55 397     -1.170897e+02 3.425272e+02
55 823     4.243033e+02 3.455874e+02
55 396     5.226556e+01 3.460767e+02
55 1161     -7.364825e+02 3.453554e+02
55 793     -7.801154e+01 3.480193e+02
55 825     -1.770253e+02 3.302409e+02
55 393     2.391663e+01 3.488581e+02
55 394     -4.926129e+01 3.482560e+02
55 392     -9.476880e+01 3.487513e+02
55 391     -1.090129e+02 3.491344e+02
55 389     -1.231604e+01 3.540015e+02
55 2371     -5.510098e+02 3.543493e+02
55 401     4.199384e+01 3.587571e+02
55 400     -2.445453e+01 3.580374e+02
55 403     -3.437286e+01 3.637285e+02
55 404     -6.201813e+01 3.642425e+02
55 405     -8.233984e+01 3.636707e+02
55 2449     -1.583184e+02 3.103883e+02
55 518     6.614569e+01 2.781548e+02
55 827     5.728119e+01 2.802379e+02
55 2575     -2.427100e+02 2.827208e+02
55 519     5.551392e+00 2.865244e+02
55 2225     -8.044025e+01 2.951905e+02
55 521     6.885864e+00 2.978257e+02
55 1468     -9.780450e+01 2.980049e+02
55 835     -1.500369e+02 3.021988e+02
55 445     -3.957867e+02 3.055287e+02
55 406     -9.852795e+01 3.635893e+02
55 411     5.665906e+01 3.113128e+02
55 1288     3.239075e+01 3.119976e+02
55 413     2.338611e+01 3.160168e+02
55 414     -3.888647e+01 3.166962e+02
55 416     -1.098600e+02 3.169244e+02
55 415     -9.550427e+01 3.169975e+02
55 1456     6.283392e+01 3.203084e+02
55 417     4.114258e+00 3.206887e+02
55 421     -2.608129e+02 3.270095e+02
55 420     -1.297061e+02 3.272740e+02
55 1656     7.911610e+02 4.197889e+02
55 836     -3.862962e+02 4.366544e+02
55 2229     6.303450e+02 4.415743e+02
55 2552     2.384688e+02 4.986529e+02
55 325     1.832608e+02 5.132715e+02
55 324     2.210932e+02 5.163930e+02
55 1407     2.297238e+02 5.173791e+02
55 432     -2.633871e+02 4.154654e+02
55 1432     -1.703113e+02 1.380573e+01
55 2200     -2.241754e+02 1.472455e+01
55 1185     6.268151e+02 1.500580e+02
55 3121     -2.349841e+02 3.085588e+02
55 851     3.490961e+01 3.649460e+02
55 460     1.733527e+01 3.650254e+02
55 407     -2.119664e+02 3.636260e+02
55 408     4.956927e+01 3.663497e+02
55 342     7.192554e+01 3.691078e+02
55 452     -2.201136e+02 3.690879e+02
55 453     -3.724097e+01 3.724007e+02
55 853     -1.308550e+02 3.726200e+02
55 455     -1.861849e+02 3.809674e+02
55 856     -2.076787e+02 3.852396e+02
55 2883     -1.124927e+02 3.899678e+02
55 295     -1.041857e+02 2.752902e+02
55 459     -7.814331e+00 3.943078e+02
55 837     8.301654e+01 3.950305e+02
55 464     -6.224139e+01 3.956348e+02
55 462     -1.052814e+02 3.951411e+02
55 463     -4.586389e+01 3.957746e+02
55 465     3.513733e+01 3.981174e+02
55 839     7.009420e+02 4.017294e+02
55 487     4.764983e+02 -9.933527e+01
55 431     6.819275e+01 4.107269e+02
55 486     6.192905e+02 -1.071179e+02
55 3063     -7.422449e+01 1.951208e+01
55 500     2.869000e+01 -4.547852e+00
55 2697     -6.392073e+02 1.660400e+00
55 2554     -2.980152e+02 4.735474e+00
55 1720     -1.953099e+02 8.138367e+00
55 2559     7.841427e+02 -5.884094e+01
55 236     -6.855517e+02 1.245807e+01
55 2623     -6.154838e+02 1.389850e+01
55 861     4.306409e+02 1.420068e+01
55 2555     -5.851695e+02 1.404468e+01
55 3093     -3.985327e+02 -5.850220e+00
55 470     -8.417377e+01 2.138351e+01
55 1363     -6.120439e+02 2.389011e+01
55 183     -6.012681e+02 2.500897e+01
55 1137     -5.381999e+02 3.084033e+01
55 483     -3.586035e+01 3.385037e+01
55 523     -6.645731e+02 4.516635e+01
55 2741     4.103246e+02 -2.380054e+01
55 2236     7.894501e+02 -5.185651e+01
55 2427     7.452860e+02 -5.029626e+01
55 362     1.361395e+01 -3.749390e+01
55 1951     7.574120e+02 -3.680560e+01
55 1710     5.232800e+02 -3.679352e+01
55 490     -3.610718e+00 -3.653271e+01
55 2195     4.481982e+02 -3.572949e+01
55 1459     -7.518449e+02 -2.354303e+01
55 493     2.513110e+01 -1.987512e+01
55 3058     -5.435726e+02 -1.860980e+01
55 497     3.106354e+01 -1.283997e+01
55 152     -6.442143e+02 -1.244153e+01
55 2699     -7.127667e+02 -1.237061e+01
55 3122     4.613494e+02 -5.242249e+00
55 499     -6.238965e+01 -5.489563e+00
55 783     -2.068907e+02 2.004601e+02
55 1088     -7.270930e+02 1.399192e+02
55 508     2.141254e+01 1.407251e+02
55 509     -8.248535e+01 1.408383e+02
55 1582     -7.371501e+02 1.398736e+02
55 356     -6.442188e+01 1.451031e+02
55 1191     -7.612933e+01 1.477466e+02
55 883     -2.035675e+01 1.538675e+02
55 247     7.314618e+01 1.958829e+02
55 1059     -6.824814e+02 1.318385e+02
55 886     -7.326270e+01 2.133950e+02
55 892     1.737671e+00 2.169878e+02
55 503     -2.916217e+01 2.245992e+02
55 380     4.153491e+01 2.308855e+02
55 512     2.568884e+01 2.315910e+02
55 513     -8.176550e+01 2.351455e+02
55 833     6.558484e+01 2.381788e+02
55 828     7.486743e+01 2.422128e+02
55 831     -3.244470e+01 2.697282e+02
55 517     7.507489e+01 2.742377e+02
55 524     6.025452e+00 4.892297e+01
55 528     4.109338e+01 5.258908e+01
55 3123     -2.840659e+02 5.232394e+01
55 1677     2.172101e+01 5.448056e+01
55 2682     -3.933321e+02 5.652548e+01
55 439     -1.136337e+02 7.260922e+01
55 1195     -3.102121e+02 8.176169e+01
55 228     -6.988535e+02 8.240695e+01
55 2565     1.871509e+01 8.353763e+01
55 2806     5.055599e+02 -5.666638e+01
55 818     2.085449e+01 9.226163e+01
55 1494     -5.518768e+01 1.121832e+02
55 786     -1.277549e+02 1.156489e+02
55 1184     -7.317187e+02 1.170687e+02
55 505     -4.690045e+01 1.192933e+02
55 371     1.738324e+01 1.240378e+02
55 506     -1.851083e+02 1.272639e+02
55 442     -9.316376e+01 1.278611e+02
55 1477     2.274451e+01 3.329314e+02
56 3124     3.487251e+02 -1.330328e+01
56 993     7.252551e+02 8.251508e+01
56 544     7.171874e+02 -4.914337e+01
56 1804     -4.052517e+02 4.147102e+02
56 1805     6.338013e+02 4.358326e+02
56 995     7.641594e+02 1.799237e+02
56 996     7.604043e+02 2.412267e+02
56 3125     -5.618609e+02 4.074168e+02
56 997     -1.226357e+02 3.306174e+02
56 2791     -4.025445e+02 2.398848e+02
56 1430     -3.925761e+02 4.315598e+02
56 2711     4.380223e+02 3.940649e+02
56 1819     4.953436e+02 3.947868e+02
56 1826     -2.653193e+02 3.849999e+02
56 2342     -2.197612e+02 3.826167e+02
56 2710     -9.533264e+01 3.559910e+02
56 1955     4.563995e+02 -1.939949e+02
56 566     6.502484e+02 -2.112715e+02
56 1954     -4.285701e+02 4.338147e+02
56 2827     -2.841177e+02 2.519427e+02
56 910     7.812888e+02 2.092734e+02
56 1833     -1.746697e+02 3.368581e+02
56 2715     -3.249635e+02 3.438316e+02
56 3126     4.835699e+02 3.537076e+02
56 169     -3.919081e+02 3.906420e+02
56 1821     1.203032e+02 4.994998e+02
56 999     6.882919e+02 -2.725872e+02
56 3127     3.029777e+02 -1.969897e+02
56 3128     4.764547e+02 -1.743301e+02
56 1967     -3.788326e+02 2.613877e+02
56 2719     -4.928408e+02 3.540774e+02
56 1848     -3.785577e+02 3.491922e+02
56 1980     2.874750e+01 3.397824e+02
56 1837     -1.864868e+00 3.346066e+02
56 299     -4.994999e+02 4.116297e+02
56 1816     -5.172797e+01 4.215543e+02
56 329     -5.014623e+02 4.311392e+02
56 3129     -7.708424e+02 -5.444769e+01
56 2859     -2.488195e+02 1.701618e+02
56 1864     -3.595826e+02 3.310252e+02
56 626     7.407623e+02 2.143770e+02
56 1856     4.554124e+02 4.197694e+02
56 1877     2.427521e+02 4.274632e+02
56 298     -3.990797e+02 4.573163e+02
56 303     -4.187325e+02 4.577045e+02
56 1858     6.377784e+02 -2.785294e+02
56 917     1.925847e+02 -1.669308e+02
56 922     1.977443e+02 -1.535985e+02
56 1005     7.302708e+02 1.150975e+02
56 1015     7.862294e+02 6.065155e+01
56 2717     -4.487549e+02 4.595242e+02
56 1871     -2.753959e+02 9.991864e+01
56 326     -4.650313e+02 4.602681e+02
56 1990     -7.864758e+01 4.411490e+02
56 331     -4.871839e+02 4.232116e+02
56 1896     5.027355e+02 4.173794e+02
56 336     -4.457539e+02 3.946759e+02
56 2492     7.448004e+02 -2.919984e+02
56 938     4.137094e+02 -1.861237e+02
56 1976     3.445120e+02 -1.929620e+02
56 924     3.937013e+02 -2.001567e+02
56 986     1.489620e+02 -2.617177e+02
56 657     6.696050e+02 -2.670753e+02
56 2029     -1.822711e+01 -2.674524e+02
56 654     7.100728e+02 -2.963258e+02
56 1997     -4.568164e+01 -3.878090e+02
56 978     3.846074e+02 -1.826410e+02
56 3130     -3.615010e+02 -5.892102e+01
56 1121     -7.170892e+02 -8.968140e+01
56 487     -6.661676e+02 -9.101764e+01
56 3131     -7.376113e+02 -9.744574e+01
56 332     -3.228640e+02 4.146936e+02
56 941     5.821073e+02 -2.295322e+02
56 939     3.654960e+02 -1.954717e+02
56 640     7.377430e+02 6.912848e+01
56 1888     4.622422e+02 3.806268e+02
56 1889     -7.830756e+01 3.946145e+02
56 3132     -8.680798e+01 4.035912e+02
56 1907     -1.870843e+02 2.958219e+02
56 2627     -4.840790e+02 3.614610e+02
56 1002     6.967935e+02 3.530322e+02
56 1923     -6.270404e+01 4.968711e+02
56 1927     -8.807397e+01 4.990577e+02
56 1873     6.953590e+02 5.005050e+02
56 1928     9.585187e+01 5.009774e+02
56 3133     5.012200e+02 4.260851e+02
56 1897     -5.600226e+01 4.390291e+02
56 2726     -3.444815e+02 4.170885e+02
56 330     -4.383372e+02 4.225728e+02
56 1991     2.973229e+02 4.355521e+02
56 2020     -2.239661e+01 4.369300e+02
56 1918     1.332319e+02 4.565158e+02
56 1919     7.103510e+02 4.593911e+02
56 1931     4.002156e+02 -1.837408e+02
56 2025     8.932013e+01 -1.850478e+02
56 2028     -7.383676e+02 -1.084599e+02
56 489     -3.554002e+02 -5.193719e+01
56 932     7.437368e+02 -4.769986e+02
56 2030     3.385999e+01 -4.111239e+02
56 666     7.441012e+02 -3.036931e+02
56 984     7.317058e+02 -2.915713e+02
56 981     1.364009e+02 -2.835106e+02
56 662     6.794098e+02 -2.193482e+02
56 676     4.381230e+02 -2.052224e+02
56 1938     3.256274e+02 -1.922256e+02
56 1940     -2.537835e+02 8.946616e+01
56 645     7.385048e+02 1.234288e+02
56 3134     -5.879261e+02 1.409899e+02
56 1472     -3.980340e+02 2.538953e+02
56 1008     -2.487972e+02 2.604575e+02
56 2799     -2.760970e+02 2.695159e+02
56 942     7.738940e+02 8.346954e+01
56 2080     -1.985399e+02 3.475489e+02
56 2082     -1.079969e+02 3.415296e+02
56 1013     -3.537059e+02 3.393748e+02
56 1006     5.030906e+02 3.375819e+02
56 2010     5.103569e+02 3.254284e+02
56 1906     -2.640267e+02 2.619972e+02
56 2009     2.158844e+01 2.619426e+02
56 3135     -2.564708e+02 2.542908e+02
56 974     4.628328e+02 -2.085079e+02
56 56     7.716129e+02 -3.323726e+02
56 3136     3.986305e+02 -1.923938e+02
56 2720     7.759336e+02 3.560420e+02
56 101     7.009403e+02 -4.681768e+02
56 1929     3.750754e+02 -1.903164e+02
56 1925     -2.623544e+02 4.598967e+02
56 1920     7.073525e+02 4.667064e+02
56 3037     -4.816952e+02 4.696112e+02
56 1916     1.023055e+02 4.925111e+02
56 1014     7.522307e+02 3.574121e+02
56 1012     -2.134839e+01 4.083981e+02
56 3137     -1.592052e+02 4.143689e+02
56 3138     -1.440234e+02 4.136660e+02
57 2327     -1.486382e+02 1.285967e+02
57 1498     3.509386e+02 2.469162e+01
57 2229     6.715594e+02 4.497549e+02
57 112     1.866775e+02 4.539663e+02
57 116     -1.476672e+01 2.641083e+02
57 115     -9.829352e+01 2.230562e+02
57 437     -6.018478e+02 7.761444e+01
57 1366     -6.816417e+02 6.767554e+01
57 117     -2.237963e+02 3.958913e+02
57 120     -1.408428e+02 2.884367e+02
57 121     -5.699951e+00 1.960054e+02
57 1505     2.017724e+02 4.869957e+02
57 2367     -2.744791e+02 3.136325e+02
57 126     -6.185931e+01 1.296404e+02
57 128     2.064240e+02 4.960087e+02
57 1363     -5.864757e+02 6.904080e+01
57 1398     -6.573215e+02 1.236827e+02
57 1492     -6.244583e+02 1.518690e+02
57 1524     -6.435093e+02 1.807978e+02
57 133     9.743451e+01 2.874380e+02
57 132     -1.733177e+02 3.671965e+02
57 131     -8.870996e+01 4.331603e+02
57 2631     -5.419520e+02 9.611630e+01
57 1449     -4.988314e+02 7.944940e+01
57 2870     -6.315743e+02 6.678998e+01
57 1025     -4.646978e+02 2.903891e+01
57 1624     1.119061e+02 2.044049e+01
57 1697     5.131844e+02 2.125726e+01
57 2234     4.625284e+02 3.589825e+01
57 1146     -6.440990e+02 2.389598e+02
57 149     -1.449077e+02 1.471078e+02
57 374     -6.515703e+02 1.243049e+02
57 1039     4.977162e+02 5.843607e+01
57 2340     1.399594e+02 5.121997e+01
57 159     2.494141e+01 3.278140e+02
57 1044     -1.360885e+02 2.432809e+01
57 1745     -3.485618e+02 2.040356e+01
57 730     4.118289e+02 -3.556921e+01
57 190     7.582288e+02 -5.790173e+01
57 1429     6.984874e+02 4.852721e+02
57 709     6.964260e+02 4.361530e+02
57 146     -5.517560e+01 4.127723e+02
57 147     2.012579e+01 3.600236e+02
57 160     -4.344269e+01 1.479182e+02
57 176     -1.882667e+02 2.617670e+02
57 175     6.588696e+01 2.618913e+02
57 702     -2.593277e+02 3.184132e+02
57 173     -2.858942e+01 3.341703e+02
57 172     -6.878955e+01 3.655280e+02
57 714     7.452687e+02 3.971034e+02
57 171     8.084076e+01 4.111056e+02
57 167     1.267893e+02 4.213648e+02
57 1430     7.798694e+02 4.332342e+02
57 2237     -5.683958e+02 2.987024e+01
57 716     7.433938e+02 4.330443e+02
57 181     -5.831403e+02 1.288970e+02
57 2349     3.873452e+02 -3.618146e+01
57 180     6.306609e+02 -5.605914e+01
57 708     7.280021e+02 4.608749e+02
57 799     -7.454947e+02 3.154590e+01
57 1416     -5.067491e+02 2.412125e+01
57 3139     -5.303251e+02 9.250641e+01
57 726     6.896859e+02 -6.466571e+01
57 3140     -5.452815e+02 1.403077e+02
57 199     -1.888879e+01 9.291040e+01
57 178     -1.603596e+02 1.794819e+02
57 213     5.460815e+00 4.325733e+02
57 197     -6.995038e+01 1.804636e+02
57 177     -1.447974e+02 1.907314e+02
57 1061     6.617406e+02 2.025582e+02
57 1705     1.012867e+02 2.471582e+02
57 202     3.204266e+01 2.887834e+02
57 174     4.343164e+01 3.018715e+02
57 295     -7.169647e+01 3.033166e+02
57 252     -5.189081e+01 3.387216e+02
57 205     7.982751e+01 3.724115e+02
57 206     -1.056763e+00 3.777624e+02
57 210     4.630310e+00 4.089799e+02
57 209     -1.329286e+02 4.085272e+02
57 212     1.931781e+01 4.233232e+02
57 214     3.667188e+01 4.335052e+02
57 215     -1.776605e+01 4.372310e+02
57 775     6.725525e+02 4.633863e+02
57 249     -1.145062e+01 1.694111e+02
57 219     6.683116e+02 -6.204211e+01
57 760     5.467432e+02 -5.197137e+01
57 1531     4.331661e+02 -2.539587e+01
57 1547     -1.296304e+02 2.521729e+00
57 1084     -6.543208e+02 3.015295e+01
57 287     6.135311e+02 9.029633e+01
57 1377     -5.206016e+02 7.612323e+01
57 2648     -3.072731e+02 6.425879e+01
57 2697     -6.167335e+02 5.018179e+01
57 1579     -6.358371e+02 4.347220e+01
57 3097     -6.198549e+02 3.151370e+01
57 1098     -1.559229e+02 3.378207e+01
57 474     -2.301072e+02 4.714627e+01
57 290     -7.563477e+00 1.177535e+02
57 240     2.767151e+00 1.419094e+02
57 748     4.273438e+01 1.340575e+02
57 807     -5.126507e+02 1.183153e+02
57 259     3.637421e+01 3.883947e+02
57 288     -1.137442e+02 1.144594e+02
57 751     -1.165557e+02 9.174689e+01
57 265     -4.062744e+00 8.262997e+01
57 812     -1.424621e+02 8.057224e+01
57 266     2.218060e+01 7.083633e+01
57 241     1.078046e+02 3.326873e+02
57 258     1.111240e+02 3.753624e+02
57 117     -2.216125e+02 3.942462e+02
57 257     5.040417e+01 3.610603e+02
57 207     -2.432312e+00 3.604248e+02
57 256     6.649310e+01 3.588804e+02
57 254     -1.657654e+02 3.507656e+02
57 255     -1.341388e+01 3.484013e+02
57 208     6.145626e+02 3.423474e+02
57 237     -7.464429e+01 3.381227e+02
57 250     -1.065950e+02 1.634704e+02
57 239     6.747341e+02 2.887248e+02
57 243     6.023114e+01 2.810793e+02
57 201     8.401349e+01 2.702097e+02
57 248     -1.323663e+02 1.701134e+02
57 1091     7.797537e+02 -4.782532e+01
57 1089     -5.720841e+02 -1.445581e+01
57 719     5.399039e+02 -2.773529e+01
57 1064     -1.197787e+02 -4.359058e+01
57 873     6.910743e+02 -4.846570e+01
57 2758     -1.025327e+02 -2.615051e+00
57 1382     2.331177e+01 -5.427094e+01
57 2678     -7.930253e+02 1.688806e+02
57 2809     -6.221165e+02 9.259265e+01
57 2297     -6.518099e+02 1.161814e+02
57 1451     4.384628e+02 2.985175e+01
57 1379     -3.959439e+02 5.660239e+01
57 1054     -4.660872e+02 5.141751e+01
57 283     -1.809296e+01 4.794852e+01
57 1480     -3.818939e+02 4.547281e+01
57 2199     -5.313527e+02 3.988364e+01
57 473     -1.389394e+02 3.822659e+01
57 1135     -6.886436e+02 3.109976e+01
57 2628     -6.587011e+02 2.946909e+01
57 1027     -5.289733e+02 5.812589e+01
57 1639     -4.600104e+01 2.072882e+01
57 1086     -4.766979e+02 1.994489e+01
57 1544     -1.542057e+02 1.883020e+01
57 353     4.373761e+01 1.581561e+01
57 358     -5.261266e+02 2.750427e+01
57 291     -7.276556e+01 3.645265e+02
57 260     -6.697449e+00 3.949825e+02
57 3141     -7.028508e+02 2.707698e+02
57 349     7.189575e+00 2.763702e+01
57 302     -2.326067e+02 4.613832e+02
57 776     7.545178e+02 4.623514e+02
57 300     6.257294e+01 4.337107e+02
57 262     -1.953165e+02 4.088013e+02
57 790     6.881093e+02 4.050573e+02
57 319     -1.651894e+02 2.963634e+02
57 242     6.641743e+02 2.776169e+02
57 320     9.489185e+01 2.319540e+02
57 785     -1.912386e+02 2.139200e+02
57 510     -1.715862e+02 2.022480e+02
57 313     -1.722766e+02 1.850778e+02
57 357     -1.265200e+02 1.794944e+02
57 373     -8.068311e+01 1.670992e+02
57 1106     -2.722656e+01 1.560921e+02
57 368     -9.844299e+00 1.456435e+02
57 2645     -6.071694e+02 1.442888e+02
57 1438     -7.649965e+02 1.317941e+02
57 532     -6.837218e+02 1.311349e+02
57 1103     7.889185e+02 3.881362e+02
57 333     -2.089573e+02 4.481335e+02
57 334     7.897980e+01 4.339841e+02
57 292     5.345764e+01 4.257286e+02
57 789     6.847288e+02 4.265878e+02
57 857     -1.578906e+02 4.237500e+02
57 338     3.359589e+01 4.123260e+02
57 339     -8.545026e+01 4.079888e+02
57 340     -7.434393e+01 4.087037e+02
57 341     -1.343143e+02 4.034680e+02
57 343     -1.643674e+02 4.001139e+02
57 1161     -6.999674e+02 3.975794e+02
57 791     7.271953e+02 3.975221e+02
57 342     1.080499e+02 3.962103e+02
57 335     6.182361e+01 3.874478e+02
57 318     -1.837305e+02 3.045510e+02
57 309     -5.095709e+01 3.856875e+02
57 307     -2.374268e+01 3.826089e+02
57 308     1.293890e+01 3.770963e+02
57 311     5.085132e+01 3.762508e+02
57 386     6.385046e+01 3.679482e+02
57 314     -6.216937e+01 3.654328e+02
57 826     9.288275e+01 3.618758e+02
57 315     -1.337943e+02 3.570816e+02
57 795     -8.470703e+01 3.566203e+02
57 253     -3.637018e+01 3.478153e+02
57 316     4.879755e+01 3.455303e+02
57 412     -1.147603e+02 3.445570e+02
57 383     -1.810684e+02 3.190549e+02
57 1394     -5.652205e+02 -5.770996e+00
57 767     -2.500753e+02 2.521323e+01
57 800     -4.344346e+02 2.257236e+01
57 1087     -2.254851e+02 1.887244e+01
57 3142     6.405256e+02 1.251392e+01
57 2766     -2.319397e+01 1.173895e+01
57 2843     -2.120327e+02 4.216675e+00
57 3143     1.007830e+02 2.440674e+00
57 695     -7.915951e+02 1.199432e+02
57 3144     5.119609e+02 -9.202271e-01
57 1042     2.808485e+02 -2.340454e+01
57 1118     7.592632e+02 -4.039325e+01
57 363     7.663085e+02 -5.105353e+01
57 269     7.895769e+02 -5.830884e+01
57 1120     2.983147e+02 -7.661267e+01
57 1121     4.472667e+02 -9.020197e+01
57 797     6.704513e+02 4.352784e+02
57 1459     -7.258257e+02 2.467209e+01
57 1779     -7.012163e+02 1.106873e+02
57 2812     -6.852652e+02 1.085802e+02
57 2643     -5.512222e+02 1.084549e+02
57 742     -6.575948e+02 1.033892e+02
57 1654     -5.567820e+02 8.533044e+01
57 1189     6.444972e+02 8.082669e+01
57 377     -2.730872e+01 7.319730e+01
57 109     -2.843199e+02 6.777557e+01
57 1647     -5.600079e+01 3.164102e+01
57 1421     -2.321832e+02 6.196100e+01
57 2561     -2.344302e+02 2.969650e+01
57 1739     -5.922339e+02 3.145721e+01
57 866     4.426199e+02 4.421457e+01
57 321     -4.039600e+01 2.177504e+02
57 786     -9.981805e+01 1.486781e+02
57 380     7.312689e+01 2.583853e+02
57 834     -1.701973e+02 3.214252e+02
57 850     -7.198328e+01 3.921329e+02
57 825     -1.428068e+02 3.642562e+02
57 411     9.127795e+01 3.381737e+02
57 413     5.748254e+01 3.439527e+02
57 391     -7.356299e+01 3.814463e+02
57 2449     -1.244532e+02 3.441926e+02
57 410     -1.474539e+02 3.444252e+02
57 414     -4.722351e+00 3.467561e+02
57 415     -6.121667e+01 3.486170e+02
57 417     3.857281e+01 3.490508e+02
57 416     -7.549768e+01 3.490660e+02
57 823     4.601437e+02 3.605557e+02
57 393     5.912524e+01 3.768737e+02
57 421     -2.260361e+02 3.640780e+02
57 422     -1.615527e+02 3.667592e+02
57 426     -1.189077e+02 3.714976e+02
57 396     8.784479e+01 3.723138e+02
57 3145     -1.817179e+02 3.736384e+02
57 397     -8.179413e+01 3.753038e+02
57 392     -5.948743e+01 3.806979e+02
57 394     -1.423822e+01 3.786422e+02
57 1473     8.905658e+01 2.691629e+02
57 886     -4.241254e+01 2.450684e+02
57 503     1.803833e+00 2.541459e+02
57 833     9.740063e+01 2.647882e+02
57 515     7.898267e+01 2.659841e+02
57 513     -5.041797e+01 2.663551e+02
57 828     1.066573e+02 2.683647e+02
57 835     -1.162076e+02 3.354908e+02
57 2566     3.712274e+01 2.914963e+02
57 517     1.079033e+02 3.000707e+02
57 518     9.900348e+01 3.047852e+02
57 295     -7.118793e+01 3.070194e+02
57 827     8.975299e+01 3.081613e+02
57 3146     -1.596403e+02 3.095730e+02
57 519     3.865314e+01 3.148598e+02
57 521     4.076349e+01 3.251988e+02
57 1468     -6.448297e+01 3.299064e+02
57 836     -3.483321e+02 4.765145e+02
57 465     7.211584e+01 4.259504e+02
57 1153     3.672406e+01 4.253834e+02
57 463     -8.878113e+00 4.260211e+02
57 464     -2.522772e+01 4.264542e+02
57 461     -5.430597e+01 4.274514e+02
57 462     -6.867169e+01 4.274071e+02
57 431     1.048468e+02 4.367818e+02
57 1661     7.119783e+02 4.465029e+02
57 837     1.202481e+02 4.203742e+02
57 1413     -2.132450e+02 1.879437e+01
57 1554     -5.945221e+02 1.048096e+02
57 243     5.771533e+01 2.825678e+02
57 2683     -7.091444e+02 3.647076e+02
57 851     7.101825e+01 3.928396e+02
57 838     8.676636e+01 4.262573e+02
57 449     -4.012994e+01 4.270942e+02
57 405     -4.683929e+01 3.950946e+02
57 401     7.816083e+01 3.865263e+02
57 400     1.087872e+01 3.878604e+02
57 848     7.024471e+02 3.882226e+02
57 821     -1.758539e+01 3.885240e+02
57 408     8.570532e+01 3.935585e+02
57 344     4.567804e+01 3.937956e+02
57 403     1.476440e+00 3.936192e+02
57 460     5.536230e+01 3.949325e+02
57 404     -2.597992e+01 3.949979e+02
57 2739     -1.010205e+02 3.944775e+02
57 451     9.431134e+01 3.955087e+02
57 389     2.274957e+01 3.826346e+02
57 406     -6.294940e+01 3.955898e+02
57 407     -1.763680e+02 3.989654e+02
57 398     -5.151617e+02 4.011805e+02
57 853     -9.467169e+01 4.053215e+02
57 452     -1.839387e+02 4.051563e+02
57 839     7.387607e+02 4.082694e+02
57 841     6.705935e+02 4.142715e+02
57 1162     7.326376e+02 4.156007e+02
57 457     -1.025562e+02 4.162419e+02
57 455     -1.500316e+02 4.159920e+02
57 498     -2.013430e+02 2.985712e+01
57 1132     -3.832702e+02 3.201605e+01
57 1450     -2.522855e+02 3.662125e+01
57 3033     -7.089226e+02 2.594861e+01
57 2839     -3.713140e+02 4.830667e+01
57 2557     -4.786111e+02 5.947549e+01
57 860     -5.077657e+02 5.970984e+01
57 483     -1.096613e+01 6.371326e+01
57 1443     -6.945248e+02 6.992105e+01
57 868     -9.887329e+01 7.127698e+01
57 1137     -5.145705e+02 7.625400e+01
57 480     -7.009369e+02 7.829041e+01
57 528     6.636206e+01 7.978455e+01
57 186     4.327927e+02 8.486328e+00
57 871     1.408238e+02 -5.112706e+02
57 486     6.398668e+02 -1.036033e+02
57 487     4.981902e+02 -9.172687e+01
57 872     4.937567e+02 -8.461902e+01
57 1548     4.458235e+02 -2.780292e+01
57 370     1.156160e+02 -2.101929e+01
57 360     1.775098e+01 7.302063e+00
57 526     -1.283921e+02 8.395743e+01
57 3147     5.351389e+02 1.410730e+01
57 1113     -5.162279e+02 1.943469e+01
57 737     -6.373889e+01 2.201752e+01
57 1305     -3.804081e+02 2.257639e+01
57 3148     4.251553e+02 2.419379e+01
57 500     5.261316e+01 2.304224e+01
57 246     6.920486e+02 2.182343e+02
57 509     -5.397076e+01 1.720999e+02
57 356     -3.559485e+01 1.759265e+02
57 1191     -4.746161e+01 1.788213e+02
57 3149     4.595612e+01 1.803892e+02
57 883     8.549011e+00 1.830121e+02
57 1582     -7.063034e+02 1.948569e+02
57 1144     6.988423e+02 2.121265e+02
57 1186     6.574741e+02 1.719909e+02
57 247     1.033829e+02 2.216876e+02
57 1145     -1.863547e+02 2.233003e+02
57 1143     -6.389057e+02 2.239535e+02
57 320     9.763837e+01 2.304739e+02
57 783     -1.762275e+02 2.355378e+02
57 537     -1.011423e+02 1.359255e+02
57 527     -1.941647e+02 8.409384e+01
57 3150     -4.411110e+02 1.001760e+02
57 439     -8.792145e+01 1.035648e+02
57 2565     4.568958e+01 1.112077e+02
57 535     -4.368628e+01 1.152055e+02
57 441     6.545155e+02 1.211432e+02
57 369     -1.248047e+02 1.218791e+02
57 1436     -4.685538e+02 1.323823e+02
57 1583     -2.709998e+01 2.402084e+02
57 1494     -2.744684e+01 1.426628e+02
57 1769     -5.829474e+02 1.461920e+02
57 505     -1.892169e+01 1.495096e+02
57 442     -6.519098e+01 1.594534e+02
57 506     -1.572643e+02 1.623326e+02
57 443     -1.205413e+02 1.666963e+02
57 508     4.964642e+01 1.684462e+02
57 1417     6.667529e+01 2.521520e+02
58 0     -5.893147e+02 3.486100e+02
58 3     -3.222283e+02 4.147535e+02
58 4     -3.798758e+02 4.602451e+02
58 2     -4.168999e+02 3.926722e+02
58 546     -5.538293e+02 4.443525e+02
58 6     -4.221785e+02 2.719189e+02
58 12     -3.524684e+02 3.617015e+02
58 13     -4.529359e+02 4.507361e+02
58 7     -1.715505e+02 5.100735e+02
