287 17565 64697
0 0     -2.652492e+02 -1.078278e+01
43 6395     -5.225055e+02 5.957811e+02
43 6396     9.449646e+01 1.383450e+02
43 6397     3.533168e+02 1.311808e+02
43 6398     -1.141426e+02 1.048050e+02
43 1370     -1.804993e+00 5.115945e+02
43 539     -3.713580e+01 5.121646e+02
43 3409     -4.757444e+02 5.541570e+02
43 4845     -1.227949e+02 7.719096e+02
43 6399     4.359075e+02 6.097872e+02
43 6400     -7.308875e+01 6.319738e+02
43 6401     3.907090e+02 6.436260e+02
43 2095     6.792249e+01 6.479257e+02
43 194     1.072489e+02 6.209890e+02
43 5709     -2.653186e+01 6.530322e+02
43 6402     -1.787903e+00 5.931487e+02
43 6403     4.261106e+02 6.709643e+02
43 6404     -3.763705e+02 7.848081e+02
43 4862     4.998322e+02 4.230395e+02
43 6405     -3.143439e+02 4.290717e+02
43 6406     3.970422e+02 3.906273e+02
43 2437     3.425497e+02 4.479940e+02
43 2990     3.408149e+02 4.212543e+02
43 4110     -3.154991e+02 4.522962e+02
43 6407     -4.019494e+02 4.806148e+02
43 6408     2.843602e+02 7.140675e+02
43 1128     1.347791e+02 5.861409e+02
43 6409     1.025659e+01 6.785465e+02
43 1501     -3.710938e-02 6.587051e+02
43 6105     3.248792e+01 6.578231e+02
43 6410     3.594128e+02 6.191827e+02
43 285     -1.027409e+02 5.866740e+02
43 2124     3.245886e+01 5.873575e+02
43 283     6.968005e+01 5.862509e+02
43 1368     3.310577e+01 5.110419e+02
43 4867     5.710997e+02 5.623996e+02
43 291     -7.279425e+01 5.522734e+02
43 292     -3.861743e+01 5.533084e+02
43 289     6.947308e+01 5.519102e+02
43 6411     1.043500e+02 5.515150e+02
43 4824     -5.662996e+02 5.314962e+02
43 6412     1.687168e+02 5.333628e+02
43 6413     -5.282040e+02 -1.903003e+02
43 3041     -4.598449e+02 -1.148908e+02
43 6414     -5.237491e+02 -1.102217e+02
43 6415     -3.704780e+02 -4.505920e+00
43 6416     2.557434e+00 -7.073975e-01
43 5797     1.272234e+02 3.541803e+01
43 6417     -3.086206e+01 7.570984e+01
43 6418     3.424354e+02 3.726891e+02
43 4733     1.207153e+01 2.034967e+02
43 2417     4.393257e+02 2.783358e+02
43 4397     3.704505e+02 3.464233e+02
43 4281     -4.946358e+02 6.039411e+02
43 6419     -6.975122e+01 7.843091e+01
43 6420     -2.014062e+02 1.834157e+02
43 4474     -3.628724e+02 4.794646e+02
43 6421     4.210211e+02 4.807365e+02
43 6422     5.075680e+02 4.771248e+02
43 6423     -4.005384e+02 4.478542e+02
43 2989     5.098611e+02 4.029182e+02
43 607     1.868188e+01 3.869727e+02
43 2250     7.967407e+00 3.697335e+02
43 6424     4.648210e+02 3.554494e+02
43 3021     2.637097e+02 3.329459e+02
43 6425     -1.231066e+02 3.054601e+02
43 6426     -4.746569e+02 6.039357e+02
43 2981     4.883630e+02 5.743466e+02
43 6427     3.421660e+02 4.579771e+02
43 6428     5.534235e+01 7.506069e+02
43 3412     -3.125669e+02 4.815870e+02
43 6429     -4.729905e+02 6.308630e+02
43 4142     1.514769e+02 5.924071e+02
43 6430     5.711927e+02 5.274106e+02
43 6431     4.975225e+02 5.043050e+02
43 4719     6.285693e+01 -3.981572e+02
43 6289     -1.526966e+02 8.604974e+01
43 6432     4.041169e+02 4.865155e+01
43 6433     9.225092e+01 -2.175250e+02
43 597     5.525928e+01 -4.427698e+02
43 6434     2.234412e+01 -4.874321e+02
43 631     -4.896973e+01 1.621148e+02
43 2421     5.117332e+02 2.116150e+02
43 498     -1.342799e+02 1.930848e+02
43 6435     5.818308e+02 1.894825e+02
43 6436     -9.354007e+01 1.818523e+02
43 3322     2.196522e+02 1.799272e+02
43 1730     -1.533349e+02 1.749969e+02
43 2476     7.377881e+01 1.607130e+02
43 6437     -4.100380e+02 1.446425e+02
43 6438     1.755898e+02 1.262325e+02
43 1934     -5.483307e+01 1.071032e+02
43 3015     1.240184e+02 9.962976e+01
43 4264     2.820319e+01 3.174387e+02
43 6439     5.015515e+01 2.108881e+02
43 4612     -4.971924e+00 2.232234e+02
43 3008     -4.520577e+02 2.500864e+02
43 4873     3.273395e+01 3.307519e+02
43 6440     4.304208e+02 3.426064e+02
43 6441     3.797826e+02 3.471969e+02
43 1021     3.331412e+02 9.325824e+01
43 4726     4.693375e+02 9.909625e+01
43 6269     -1.535363e+02 1.262355e+02
43 6442     1.700813e+02 1.443257e+02
43 6443     -1.317644e+02 1.534210e+02
43 587     1.705362e+02 1.574393e+02
43 6444     3.619635e+01 1.583934e+02
43 6445     -1.259180e+01 1.585670e+02
43 635     -7.373297e+01 1.775759e+02
43 5677     1.908568e+02 1.810853e+02
43 1131     -5.542731e+01 5.347741e+02
43 6446     -3.628010e+02 4.224171e+02
43 4176     -8.541608e+01 6.155952e+02
43 6447     -5.458294e+02 4.462603e+02
43 4184     -5.536896e+01 6.046350e+02
43 6448     8.746576e+01 6.036842e+02
43 6449     -1.012672e+02 5.956295e+02
43 5529     1.334020e+02 5.947410e+02
43 1889     -5.541528e+01 5.696270e+02
43 1891     8.701007e+01 5.687733e+02
43 6450     -8.725830e+00 5.575855e+02
43 5883     -9.143640e+01 6.303494e+02
43 1132     8.647900e+01 5.343268e+02
43 5967     -1.337701e+02 5.158835e+02
43 1883     1.650512e+02 5.142559e+02
43 6272     3.687820e+02 5.050813e+02
43 4435     -3.285625e+02 4.692521e+02
43 6451     1.961855e+02 4.699786e+02
43 6452     4.187898e+02 4.658137e+02
43 6453     -3.999274e+02 7.487158e+02
43 6454     4.616899e+02 7.394985e+02
43 6455     3.573427e+02 4.140493e+02
43 6456     -2.718030e+01 6.553556e+02
43 4493     -4.229684e+02 6.528054e+02
43 190     4.429178e+02 6.510728e+02
43 6457     7.622949e+01 6.479759e+02
43 6458     1.329647e+02 5.062186e+02
43 6459     -4.062134e+02 1.014199e+02
43 1082     1.561945e+01 4.977858e+02
43 6460     2.516937e+01 5.572271e+02
43 4672     1.293622e+02 2.061328e+01
43 6461     -3.313032e+02 7.050599e+02
43 6462     8.215186e+01 -1.508558e+02
43 6463     1.414823e+02 1.350238e+01
43 6464     -4.468619e+02 -2.254871e+01
43 6465     1.344189e+02 -3.551183e+02
43 6466     -1.327661e+02 -3.567654e+02
43 6467     2.057408e+02 6.980379e+02
43 6468     3.220018e+02 6.894261e+02
43 6469     2.755869e+02 6.824180e+02
43 6470     -4.605415e+02 6.590648e+02
43 5501     -2.178851e+01 6.395389e+02
43 4729     -5.132518e+02 4.530751e+02
43 6471     -3.836809e+02 7.582479e+02
43 4379     5.368260e+02 7.383118e+02
43 6472     2.686478e+02 7.367564e+02
43 2669     -1.824164e+01 7.313539e+02
43 6473     2.568057e+02 7.243210e+02
43 1691     5.436482e+02 7.881496e+02
43 4144     -1.763086e+01 4.978830e+02
43 6474     4.959137e+01 4.979607e+02
43 1032     1.232177e+02 4.975525e+02
43 1233     3.469747e+02 4.843976e+02
43 6475     5.079409e+02 4.583722e+02
43 6476     5.485455e+02 5.962683e+02
43 6477     -5.913300e+01 6.377334e+02
43 4174     8.780328e+01 6.379693e+02
43 6478     -3.472375e+02 6.067650e+02
43 6479     -5.508378e+02 5.561780e+02
43 5309     4.874858e+02 2.219189e+02
43 5274     4.212565e+02 1.291206e+02
43 6480     -7.205859e+01 1.551457e+02
43 6481     1.385426e+02 1.636144e+02
43 6482     -3.673035e+01 1.999865e+02
43 4271     -5.559054e+02 2.260350e+02
43 6483     -4.405653e+02 2.441632e+02
43 4727     -5.275160e+02 4.739385e+02
43 6484     -8.472510e+01 8.807843e+01
43 6485     -2.809590e+02 9.099182e+01
43 5314     -4.176014e+02 3.628337e+02
43 6486     3.341449e+02 3.904422e+02
43 36     5.187300e+02 4.141838e+02
43 4518     -4.372082e+02 4.224140e+02
43 6487     3.936959e+02 3.097896e+02
43 6488     -3.825643e+02 3.516151e+02
43 4721     8.435431e+01 -2.058926e+02
43 6489     -7.887158e+01 -2.053519e+02
43 4552     -4.362743e+02 4.542992e+02
43 6490     -4.594169e+02 4.448147e+02
43 6491     -5.029701e+02 4.427919e+02
43 6492     -4.378074e+02 4.409707e+02
43 6493     -3.558399e+02 4.977551e+01
43 6276     -5.192695e+02 5.923291e+01
43 6494     3.658556e+02 6.392358e+01
43 4500     1.509332e+01 -1.395864e+02
43 6495     3.449882e+02 6.567937e+02
44 6496     -2.477960e+01 -2.084509e+02
44 6497     3.630686e+02 6.871552e+01
44 6498     1.364943e+02 -1.443946e+02
44 6499     1.464321e+02 2.047515e+02
44 6500     1.175615e+02 2.938896e+02
44 6501     1.083248e+02 -2.370122e+02
44 6502     9.707465e+01 1.476154e+02
44 6503     2.276129e+02 -2.845815e+02
44 6504     2.022708e+02 1.099947e+02
44 6505     -1.075227e+02 7.754419e+01
44 6506     -1.403546e+02 4.085858e+02
44 6507     2.496045e+01 2.471407e+02
44 6508     -3.436334e+02 2.029291e+02
44 5562     1.984987e+02 2.814252e+02
44 245     -9.092068e+01 4.178161e+02
44 6509     -2.798273e+01 1.041462e+02
44 6510     1.905706e+02 -2.255007e+02
44 6511     -6.604794e+01 -2.204358e+01
44 5585     2.153100e+02 2.783710e+01
44 6512     6.776788e+01 1.156688e+02
44 6513     1.145024e+02 -8.941223e+01
44 6514     4.030112e+02 -3.397520e+02
44 6515     2.081476e+02 -2.670835e+02
44 6516     2.285172e+02 -2.239333e+02
44 6517     2.566747e+02 -1.866197e+02
44 6518     2.097177e+02 -1.836287e+02
44 6519     -1.188822e+02 -1.152924e+02
44 6520     -1.323995e+02 1.520634e+02
44 6521     -2.005117e+02 2.010202e+02
44 6522     -1.709216e+02 2.046139e+02
44 6048     1.798782e+02 2.460275e+02
44 6523     -7.622699e+01 -2.161185e+02
44 5600     2.558952e+02 -2.603995e+02
44 5574     -6.502441e+01 2.751587e+02
44 6524     -1.513975e+02 1.836959e+02
44 6525     -1.951789e+02 4.376221e+02
44 6526     -1.249829e+02 3.940361e+02
44 6527     -2.562201e+02 3.884460e+02
44 6528     -6.400024e+01 3.804603e+02
44 6529     -2.339190e+02 3.578002e+02
44 6530     -1.987462e+02 3.387576e+02
44 6050     -6.491064e+01 3.204595e+02
44 6531     -1.952760e+02 3.866327e+02
44 6049     -1.309431e+02 3.060608e+02
44 6532     -1.609418e+02 3.203638e+02
44 6533     -1.162853e+02 1.186827e+02
44 5637     2.833927e+02 1.044850e+02
44 1278     2.388410e+02 5.871552e+01
44 6534     2.661337e+02 4.044739e+00
44 6535     1.569689e+02 -1.212628e+01
44 6096     1.140031e+02 -2.820764e+01
44 6536     -9.345337e+00 2.423720e+02
44 6046     2.364678e+02 1.284333e+02
44 6537     -1.516293e+02 1.382549e+02
44 1417     1.909700e+02 1.478556e+02
44 6538     -6.680396e+01 1.526542e+02
44 6539     1.502447e+02 1.671354e+02
44 5609     -1.029803e+02 1.652675e+02
44 6540     1.136901e+02 1.862620e+02
44 6541     -3.557205e+01 4.869515e+02
44 6542     -1.754941e+02 4.961761e+02
44 6543     1.681649e+02 2.897083e+02
44 6544     9.378381e+01 2.098458e+02
44 6545     2.938484e+02 5.472943e+01
44 6546     1.012213e+02 9.221918e+01
44 6547     4.504388e+02 1.015179e+02
44 6091     -8.047061e+01 1.744729e+02
44 6548     2.309174e+02 -2.154419e+00
44 6131     2.714428e+02 -1.463159e+01
44 6549     2.399695e+02 -5.465253e+01
44 5739     -9.506253e+01 -1.954485e+02
44 6550     -2.835828e+02 3.742133e+02
44 5610     1.923627e+02 1.792531e+02
44 6551     -2.180218e+02 2.260675e+02
44 6089     1.086432e+02 2.238872e+02
44 6552     8.110901e+00 2.190124e+02
44 6553     4.409439e+02 1.969097e+02
44 6074     5.581482e+01 1.953906e+02
44 6554     -2.229396e+02 1.906896e+02
44 5673     2.351276e+02 -1.509106e+02
44 6555     -1.807824e+02 -1.768428e+02
44 6556     3.560490e+02 -2.453956e+02
44 6557     2.328828e+02 -3.315046e+02
44 6558     -2.408178e+02 3.529540e+02
44 1486     -1.004534e+02 3.054753e+02
44 6559     -1.110537e+02 3.200398e+02
44 6560     -2.065571e+02 3.360679e+02
44 6561     -1.084991e+02 3.602079e+02
44 6562     2.762959e+02 3.679216e+02
44 286     4.953585e+02 1.470415e+02
44 6563     -1.498117e+02 1.600899e+02
44 6564     -1.296702e+02 1.937971e+02
44 6565     -1.453140e+02 2.011164e+02
44 6566     5.136134e+02 2.124869e+02
44 6567     -1.794274e+02 2.130694e+02
44 6568     -3.092065e+02 2.144396e+02
44 6569     -1.940351e+02 2.198650e+02
44 6570     -2.527539e+02 2.285338e+02
44 6571     -2.772266e+02 2.285984e+02
44 6572     -2.577449e+02 2.437780e+02
44 6573     -5.863419e+01 4.027213e+02
44 6574     -6.630283e+01 4.151935e+02
44 6575     -1.709570e+02 4.376382e+02
44 6138     -8.548779e+01 1.438824e+02
44 6576     -1.223342e+02 5.226208e+02
44 6577     2.828776e+02 -6.219250e+01
44 6578     -5.261914e+01 -2.254105e+02
44 6579     -1.971285e+02 -2.101978e+02
44 6580     2.890533e+02 -1.929592e+02
44 6581     -3.245367e+02 6.269263e+01
44 6582     -1.187853e+02 5.240369e+01
44 6583     1.243751e+02 8.092981e+01
44 6584     1.579877e+01 1.316800e+02
44 6585     7.019855e+01 -2.472446e+02
44 6106     -1.333301e+02 1.378042e+02
44 6586     -1.077332e+01 -3.668140e+01
44 6587     3.991310e+02 -1.306152e-01
44 6588     1.733549e+02 1.138562e+01
44 2642     -1.899333e+02 2.050901e+02
44 6589     -2.273193e+00 3.634866e+02
44 5701     2.516158e+02 3.595752e+02
45 6590     2.765173e+01 3.753200e+02
45 6591     -4.878293e+02 -1.879041e+01
45 6592     -1.446174e+02 5.213531e+01
45 6593     -1.520331e+02 -4.243064e+02
45 6594     -2.464461e+02 4.884125e+01
45 6595     -2.642272e+02 4.563048e+02
45 6596     -9.385394e+01 1.700351e+02
45 6597     -4.487039e+02 -1.131768e+02
45 6598     7.042053e+00 -1.432854e+02
45 6599     -4.315247e+00 1.277265e+02
45 6600     -2.410436e+02 1.257827e+02
45 6601     -2.615062e+02 3.156178e+02
45 6602     1.807903e+02 -3.087954e+02
45 6603     -3.808771e+02 -2.597861e+02
45 6604     1.939778e+02 -2.594033e+02
45 6605     -1.839152e+02 -4.010797e+01
45 6606     -8.054187e+01 9.053345e+00
45 6607     -3.685536e+02 4.275073e+01
45 6608     -8.809528e+01 1.910546e+02
45 6609     -2.017082e+02 1.954052e+02
45 6610     2.869043e+01 2.129984e+02
45 6611     -5.664795e+01 -3.500861e+01
45 6612     1.107639e+02 -3.391624e+02
45 6613     -1.439016e+02 1.033846e+02
45 6614     3.877466e+01 -2.075718e+02
45 6615     -5.787842e+01 -1.837189e+02
45 6616     1.652313e+02 -1.335666e+02
45 6617     3.146840e+02 -1.182854e+02
45 6618     -4.199565e+02 -7.211902e+01
45 6619     1.345020e+02 -3.160468e+01
45 6620     2.672321e+02 -2.953088e+01
45 6621     -2.672994e+02 2.683533e+01
45 6622     -2.136718e+02 -2.361206e+00
45 6623     -9.340424e+01 -2.862762e+01
45 6624     -2.760995e+02 2.356520e+02
45 6625     -3.136694e+01 2.256641e+02
45 6626     -4.892185e+02 2.039683e+02
45 6627     -2.368231e+02 1.955430e+02
45 6628     -3.434594e+02 -2.808137e+02
45 6629     7.195685e+01 -2.244780e+02
45 6630     3.832336e+01 -2.517023e+02
45 6631     -3.081771e+02 -2.711494e+02
45 6632     -2.189860e+02 -2.154589e+02
45 6633     -7.565063e+00 -2.797314e+02
45 6634     1.068213e+02 -2.947568e+02
45 6635     -2.318094e+02 -1.268796e+02
45 6636     -3.215940e+02 -8.618713e+01
45 6637     -7.351031e+01 -8.784076e+01
45 6638     5.032166e+01 -1.651617e+02
45 6639     -2.662323e+01 -1.716294e+02
45 6640     9.301099e+01 -2.035188e+02
45 6641     -7.942755e+01 5.708990e+01
45 6642     -4.594438e+02 2.212471e+02
45 6643     -7.266994e+02 -2.092926e+02
45 6644     3.548203e+02 -2.441721e+02
45 6645     4.348810e+01 -3.194913e+02
45 6646     -1.960244e+02 -1.104652e+02
45 6647     -2.525804e+02 -1.846801e+02
46 1991     -1.189269e+02 -2.086940e+02
46 5744     7.936328e+01 -4.375889e+02
46 2881     7.686176e+01 -1.444900e+02
46 4990     -4.605163e+02 1.026532e+01
46 4381     3.589607e+02 2.059174e+01
46 6648     4.838540e+02 4.134357e+01
46 6649     5.911500e+02 1.856140e+01
46 6650     2.881980e+02 -2.252807e+02
46 6651     -7.026034e+02 -2.923007e+02
46 6652     -1.745916e+02 -4.078229e+02
46 6653     3.502529e+02 3.096309e+02
46 6654     1.608855e+02 1.853933e+02
46 1331     -4.965310e+02 -2.348800e+02
46 3109     1.366304e+02 -2.491479e+02
46 6655     -4.807791e+02 3.802375e+02
46 6656     2.094873e+01 2.060112e+02
46 6657     -5.127558e+02 1.483756e+02
46 6658     3.377062e+02 7.983698e+01
46 6659     7.924982e+01 2.361115e+01
46 6660     -3.207316e+02 -6.785278e+00
46 1749     -6.892442e+02 -5.806622e+01
46 4816     -2.281606e+02 -1.019098e+02
46 1342     -5.573936e+02 -1.279968e+02
46 4279     -2.448308e+02 -2.880153e+02
46 5003     -4.193164e+01 -3.364625e+02
46 503     1.565225e+02 -3.324667e+02
46 3115     3.304795e+02 -3.944481e+02
46 3745     -2.842736e+02 -4.717695e+02
46 6661     -4.068505e+02 -2.657869e+02
46 6662     -8.932910e+01 -3.844937e+02
46 6663     2.980591e+00 -3.854015e+02
46 6664     1.249278e+02 -3.854151e+02
46 3127     2.166376e+02 -3.851813e+02
46 6665     -4.062862e+02 -3.930958e+02
46 6666     4.065249e+02 -4.875605e+02
46 6667     -4.567230e+01 -4.958224e+02
46 6668     -4.264958e+02 -4.998733e+02
46 6669     5.773053e+02 -5.500361e+02
46 6670     -4.887906e+02 -5.706516e+02
46 6671     3.534911e+02 -2.779069e+02
46 6672     6.828423e+02 -1.721904e+02
46 6673     -4.801732e+02 -1.031370e+02
46 6674     -6.977243e+02 2.701350e+02
46 3131     -5.096020e+02 -2.735567e+02
46 445     -5.493346e+02 2.976628e+02
46 6675     -4.947561e+02 2.937433e+02
46 6676     -3.815028e+02 2.106236e+02
46 6677     5.189221e+02 2.084401e+02
46 6678     1.092999e+01 1.507001e+01
46 6679     1.815759e+02 6.668884e+00
46 6680     -2.432169e+02 5.889551e+01
46 6681     -7.518578e+02 6.507849e+01
46 6682     -7.414158e+02 3.598859e+02
46 6683     -2.985232e+02 -7.643304e+01
46 6684     4.936240e+02 3.512996e+02
46 6685     -5.231285e+02 4.009514e+02
46 6686     -4.518434e+02 -1.712854e+02
46 6687     -5.985187e+02 -1.684036e+02
46 5678     4.901787e+02 -5.389492e+02
46 6688     4.463223e+02 -5.331051e+02
46 6689     -5.105965e+02 -4.507554e+02
46 6690     -4.607361e+02 -3.504871e+02
46 6691     3.845620e+02 -3.217286e+02
46 6692     -3.672227e+02 -3.163734e+02
46 6693     -5.499977e+02 -1.892764e+02
46 2032     -3.640786e+02 1.582164e+02
46 2023     -2.594943e+02 1.505835e+02
46 1457     2.985266e+02 1.527547e+02
46 3816     -2.220292e+02 1.411034e+02
46 1362     -5.007151e+02 1.132565e+02
46 3778     -4.304295e+02 6.126685e+01
46 6694     -6.509528e+02 5.365759e+01
46 6695     7.061487e+01 3.051855e+01
46 6696     -2.759448e+02 2.398120e+01
46 6697     4.057511e+02 1.801532e+01
46 6698     -4.935242e+02 1.670652e+02
46 6699     -1.216765e+02 1.925827e+02
46 2022     -4.317166e+02 1.900556e+02
46 6700     -6.265725e+02 2.280272e+02
46 6701     -3.656787e+01 2.459729e+02
46 6702     2.893143e+02 2.713373e+02
46 6703     -6.480993e+02 3.169322e+02
46 6704     6.170934e+02 -5.343915e+02
46 978     2.057520e+01 -2.134106e+02
46 3145     1.998840e+02 -1.349979e+02
46 6705     2.616490e+02 -4.803507e+02
46 6706     3.998275e+02 -3.723627e+01
46 6707     -9.015875e+01 -4.770330e+02
46 6708     -5.422469e+02 -4.140935e+02
46 6709     4.416606e+02 -3.733635e+02
46 1610     -1.608344e+01 -3.720267e+02
46 6710     -3.682926e+02 -3.658942e+02
46 5568     -2.388704e+02 -3.354258e+02
46 6711     4.308964e+02 -3.295964e+02
46 6712     6.680032e+02 -3.210626e+02
46 5580     -5.640512e+02 -3.223480e+02
46 6713     -4.581481e+02 -3.005927e+02
46 6714     5.053843e+02 -2.740579e+02
46 6715     5.263422e+02 -2.670911e+01
46 6716     -7.612832e+02 -8.059418e+01
46 5732     -5.571249e+02 -2.832846e+02
46 679     3.793014e+02 -1.288477e+02
46 6717     2.998497e+02 -1.372794e+02
46 984     1.381597e+02 -2.130075e+02
46 6718     -3.593107e+02 -2.395108e+02
46 6093     2.101577e+02 -1.685440e+02
46 6719     -5.543571e+02 -1.371545e+01
46 1358     -4.395382e+02 -1.585651e+01
46 6720     -5.837231e+02 -1.959668e+01
46 6721     3.159008e+02 9.237305e+00
46 6722     -1.979783e+02 -3.833008e+01
46 6723     4.693086e+02 -1.079659e+02
46 6724     -4.128882e+02 -1.218991e+02
46 6725     -4.394547e+02 -1.351627e+02
46 6726     1.906407e+02 1.187024e+01
46 6727     -5.977244e+02 1.418170e+01
46 6728     6.343400e+02 2.088287e+01
46 6729     -5.312493e+02 1.039534e+02
46 359     -2.495305e+02 1.233678e+02
46 486     -2.288779e+02 1.715026e+02
46 6730     3.137335e+02 1.750081e+02
46 6731     -7.828674e+00 2.247817e+02
46 5601     -2.185967e+02 -4.808617e+02
46 6732     -2.074782e+02 -8.913818e+00
46 6733     9.530823e+01 3.281147e+02
46 187     -6.812666e+02 -5.712396e+02
46 6734     -5.851741e+02 -5.224972e+02
46 5021     4.502587e+02 -4.886930e+02
46 6735     4.083816e+02 -1.824101e+02
46 5602     -4.904816e+01 -4.790189e+02
46 6736     5.163555e+02 -4.387061e+02
46 6737     7.170525e+02 -3.929824e+02
46 1665     3.635371e+02 -3.278442e+02
46 6738     -2.673170e+02 -3.190555e+02
46 6739     3.687372e+02 -2.305914e+02
46 6740     -4.663188e+02 -2.203397e+02
46 6741     3.595146e+02 -1.872516e+02
46 6742     1.441893e+02 3.237633e+02
46 6743     -7.372477e+02 -6.124005e+01
46 6744     -5.172985e+02 -4.145374e+01
46 2058     -1.683129e+02 -3.927441e+01
46 1413     -3.399933e+02 3.935669e+00
46 6745     4.179352e+02 -5.602319e+01
46 6746     -6.285607e+02 -1.213480e+02
46 6747     6.001918e+02 -1.245956e+02
46 6748     6.718665e+02 1.975799e+02
46 6749     -2.554138e+02 -1.367493e+02
46 6750     5.014209e+02 -1.357206e+02
46 6751     -6.201695e+02 -1.450091e+02
46 2027     1.995026e+02 -1.439924e+02
46 6752     1.821578e+02 -1.570948e+02
46 1666     -2.299268e+01 -1.614238e+02
46 6753     6.543157e+02 1.198885e+02
46 6754     4.673436e+02 3.285897e+02
46 6755     2.466228e+02 2.982013e+02
46 6756     4.135380e+02 2.992473e+02
46 6757     -6.609176e+02 2.532170e+02
46 6758     5.253021e+01 2.279527e+02
46 6759     5.087977e+02 1.547850e+02
46 6760     -5.264743e+02 -9.457031e+00
46 6761     -6.646200e+02 8.992999e+01
46 6762     8.559149e+01 8.021259e+01
46 1379     1.397608e+02 7.377667e+01
46 6763     4.707773e+02 7.419592e+01
46 6764     -7.385010e+02 6.058551e+01
46 6765     -2.926360e+02 5.871521e+01
46 6766     4.156677e+01 5.612408e+01
46 6767     5.956183e+01 5.642047e+01
46 6768     4.830078e+02 5.076929e+02
46 2147     -4.202578e+02 4.403229e+01
46 6769     -6.105080e+02 -4.347758e+02
46 527     -2.441245e+02 -4.690121e+02
46 6770     6.662399e+02 -4.735540e+02
46 6076     1.727867e+02 -4.757623e+02
46 5677     2.461385e+02 -4.761284e+02
46 6285     6.023560e-01 -4.832472e+02
46 1388     2.899517e+02 -4.886598e+02
46 6771     3.899066e+02 -5.239159e+02
46 5658     -2.442610e+02 -1.708833e+02
46 6772     3.538354e+02 -1.640045e+01
46 6773     1.016407e+02 -5.287089e+02
46 109     1.730505e+02 -5.266042e+02
46 3299     -4.496670e+02 -5.320144e+02
46 6774     -5.632835e+02 -5.391970e+02
46 6775     -1.550833e+02 -5.427288e+02
46 5641     -2.010311e+02 -2.141212e+02
46 202     -4.420386e+01 -1.738936e+02
46 6776     3.835892e+02 -1.763566e+02
46 1719     1.528143e+02 -1.888356e+02
46 6777     1.838491e+02 -1.870947e+02
46 3841     -3.938156e+02 -1.934045e+02
46 1674     -2.441113e+01 -1.904338e+02
46 1278     -2.440981e+02 -2.008278e+02
46 6778     5.197076e+01 -2.096660e+02
46 2818     5.784840e+02 -2.326781e+02
46 3246     -5.193817e+02 -2.409768e+02
46 6779     -2.252050e+02 -2.816973e+02
46 3180     -4.717312e+02 -2.452048e+02
46 1397     8.506592e+01 -2.746124e+02
46 6780     -1.973192e+02 -2.705359e+02
46 6781     -3.715588e+02 -2.634222e+02
46 5060     3.259963e+02 -2.591543e+02
46 2990     3.530466e+02 -2.527153e+02
46 6782     -2.982269e+02 8.390314e+01
46 6783     1.935100e+02 -5.381779e+02
46 6784     3.778894e+02 -5.583154e+01
46 431     -2.635089e+02 -4.495472e+02
46 6785     -1.788648e+02 -5.621249e+02
46 6786     -2.739576e+02 1.055348e+02
46 1724     6.266541e+00 -1.913959e+02
46 1029     1.210737e+02 -1.895580e+02
46 6787     5.473289e+02 -8.146759e+01
46 6788     -7.059952e+02 1.019064e+02
46 6789     1.613110e+02 7.244653e+01
46 6790     1.236206e+00 7.724603e+01
46 6791     -4.632239e+02 7.726672e+01
46 6792     -6.406160e+02 7.641962e+01
46 2554     2.828796e+01 8.158270e+01
46 2095     1.195436e+02 -8.684851e+01
46 6793     -6.755435e+02 -9.278033e+01
46 6794     7.032389e+02 9.581155e+01
46 6795     4.428452e+02 6.804694e+01
46 356     1.610182e+02 -9.422601e+01
46 6796     -7.076598e+02 1.258855e+02
46 6797     -7.575536e+02 1.344257e+02
46 3892     -4.929920e+02 1.530128e+02
46 2098     -5.572765e+02 1.572703e+02
46 6798     2.589904e+02 3.221655e+01
46 6799     -5.787903e+02 -8.202777e+01
46 6800     -5.908985e+02 -5.278027e+01
46 6801     2.530662e+02 -4.600366e+01
46 6217     5.773485e+02 -4.413892e+01
46 6802     4.777092e+02 -3.000360e+01
46 6803     -6.334165e+02 -7.694336e+00
46 6804     -7.488291e+02 1.403375e+01
46 3230     -5.566509e+02 3.215179e+01
46 6805     -5.889666e+02 3.836420e+01
46 6806     -7.704029e+02 4.238562e+01
46 6807     -6.784211e+02 4.528857e+01
46 2090     1.400691e+02 4.895850e+01
46 6808     4.196776e+02 5.114526e+01
46 6809     -6.306879e+02 3.571131e+02
46 6810     -6.381915e+02 3.751073e+02
46 6811     -6.036172e+02 4.306035e+02
46 6812     4.220417e+02 4.733351e+02
46 6813     -5.795495e+02 3.450956e+02
46 6814     -7.380705e+02 -2.595825e+02
46 6815     5.633698e+02 -2.560787e+02
46 5707     -3.424067e+02 -6.304102e+01
46 6816     -6.844838e+02 -3.909625e+01
46 6222     -5.022953e+02 -2.494629e+01
46 6817     -6.843092e+02 8.914670e+01
46 6818     3.789902e+02 4.814011e+02
46 6819     -3.244116e+01 5.184356e+02
46 6820     -6.618440e+02 2.830137e+02
46 6821     -5.871608e+02 1.846125e+02
46 2099     2.384700e+02 1.940109e+02
46 6822     5.349591e+02 2.063931e+02
46 6823     -6.211299e+02 2.163227e+02
46 6824     -5.097599e+02 2.253198e+02
46 6825     -6.021357e+02 2.460642e+02
46 6826     -4.626341e+02 2.603519e+02
46 6827     -5.402072e+02 1.849198e+02
46 6828     -5.905237e+02 2.977262e+02
46 6829     6.281140e+02 3.048036e+02
