317 13294 71055
0 0     -3.466554e+02 5.772121e+01
98 7587     -2.340289e+01 -1.313070e+02
98 4055     3.691864e+01 -1.300593e+02
98 728     4.743314e+02 -1.315071e+02
98 2767     -4.077866e+02 -1.359201e+02
98 2108     -1.180368e+02 -1.377675e+02
98 4983     1.435944e+02 -1.918202e+02
98 2762     1.974847e+02 -1.504370e+02
98 2093     -4.695572e+02 -1.536726e+02
98 4051     -4.383566e+02 -1.625850e+02
98 65     -3.758882e+02 -1.186892e+02
98 726     -1.940531e+02 -1.621954e+02
98 4986     -5.672405e+02 -1.639939e+02
98 2759     -5.309241e+01 -1.656464e+02
98 4127     -5.043246e+02 -1.729007e+02
98 8858     -5.199530e+01 -1.792670e+02
98 8859     -3.962708e+02 -1.868735e+02
98 8860     -3.779606e+02 -1.916857e+02
98 8248     -3.596175e+02 -1.901771e+02
98 812     -1.202877e+02 -5.994104e+01
98 2752     5.474990e+02 -2.491318e+01
98 1246     1.232626e+02 -2.628043e+01
98 759     1.535775e+02 -2.699326e+01
98 3989     -5.936505e+01 -3.069431e+01
98 2649     1.106409e+02 -3.355054e+01
98 2641     -4.981757e+02 -4.161255e+01
98 809     3.238712e+02 -4.113110e+01
98 26     -4.201769e+02 -5.186212e+01
98 25     -3.764945e+02 -5.168976e+01
98 69     -2.762132e+02 -5.173322e+01
98 633     -2.319330e+02 -5.249475e+01
98 1724     -1.742587e+02 -5.473743e+01
98 954     5.497275e+02 -5.378027e+01
98 8861     2.941562e+02 -2.042889e+02
98 8862     -4.513074e+01 -6.153522e+01
98 6116     -2.537326e+02 -6.318170e+01
98 4024     5.082671e+02 -7.415387e+01
98 2399     -7.525897e+01 -8.092316e+01
98 2712     4.704304e+02 -8.669611e+01
98 1095     5.079237e+02 -8.834088e+01
98 813     2.344650e+02 -9.121088e+01
98 28     -4.204649e+02 -9.200549e+01
98 2713     -8.464905e+01 -9.526440e+01
98 327     -4.680999e+02 -9.874438e+01
98 1472     -1.978987e+02 -1.003759e+02
98 1314     1.359374e+02 -1.053563e+02
98 4017     -1.553191e+02 -1.147379e+02
98 2113     -4.213190e+02 -1.174986e+02
98 4307     -4.365388e+02 -1.139288e+01
98 8863     -1.503676e+02 -2.898538e+02
98 799     -1.607380e+02 7.035910e+01
98 1237     3.070295e+02 3.484698e+02
98 8423     -2.963401e+02 -2.880374e+01
98 56     -4.882271e+02 -1.174399e+01
98 2725     9.159961e+01 -8.894226e+00
98 2711     -2.763918e+02 -1.064598e+02
98 2646     8.661890e+01 1.237845e+01
98 8001     2.929432e+02 -1.865583e+02
98 318     1.822387e+02 2.459720e+01
98 1884     2.696135e+02 1.543326e+02
98 4868     -1.921370e+02 -2.153201e+02
98 8402     3.650952e+02 -2.338915e+02
98 8864     -5.367732e+02 -2.842085e+02
98 4892     8.049622e+01 7.731323e+01
98 1737     -1.555527e+02 8.116269e+01
98 1752     -3.773076e+02 1.486688e+02
98 966     -2.743336e+02 1.394094e+02
98 8865     -1.465606e+02 1.329568e+02
98 8866     -4.595816e+02 7.776053e+01
98 4915     -2.301912e+02 1.317328e+02
98 2703     -1.124243e+02 1.275793e+02
98 3473     9.292517e+01 1.175255e+02
98 1304     4.467615e+02 1.162400e+02
98 8867     3.087686e+02 1.142727e+02
98 2669     4.662025e+02 1.136347e+02
98 827     2.699105e+02 1.071650e+02
98 6855     4.927755e+02 1.075383e+02
98 1701     -4.141591e+02 9.343411e+01
98 5018     -4.595375e+02 9.084753e+01
98 3912     3.329393e+02 9.070221e+01
98 8868     -2.324070e+02 8.836972e+01
98 1712     -2.644359e+02 2.270176e+02
98 2061     3.308613e+02 3.166208e+02
98 926     2.827811e+02 3.154491e+02
98 985     3.158305e+02 3.024968e+02
98 5237     -2.835111e+02 2.930650e+02
98 5236     -3.087918e+02 2.747809e+02
98 1878     -2.933326e+02 2.723613e+02
98 4999     -2.878150e+02 2.606910e+02
98 4266     3.011389e+02 2.584689e+02
98 1732     -2.768790e+02 2.497528e+02
98 3891     3.337757e+02 2.356523e+02
98 994     -3.190446e+02 2.346860e+02
98 8869     -2.869000e+02 2.321099e+02
98 1114     3.145922e+02 1.561674e+02
98 7783     -2.756974e+02 2.213276e+02
98 1863     1.465634e+02 1.935584e+02
98 6237     2.456571e+02 1.881115e+02
98 6150     3.012373e+02 1.879843e+02
98 5006     2.679183e+02 1.845673e+02
98 194     1.103515e+02 1.817094e+02
98 8870     -9.599146e+01 1.708029e+02
98 2052     9.719183e+01 1.697406e+02
98 2702     -1.028052e+02 1.604739e+02
98 8871     3.603502e+02 1.588979e+02
98 287     -3.115034e+02 1.576414e+02
98 1018     -4.240492e+02 -1.588998e+01
98 461     -1.454500e+02 1.787064e+01
98 8872     1.250157e+02 1.734521e+01
98 2723     1.355952e+02 1.157944e+01
98 8873     1.125839e+02 7.356018e+00
98 8874     1.590096e+02 7.038483e+00
98 2642     2.346025e+02 -2.323853e+00
98 7580     3.857679e+02 -3.798889e+00
98 3125     2.156108e+02 -6.972260e+00
98 1277     2.474236e+02 -5.485260e+00
98 6258     5.111790e+02 -5.761017e+00
98 2741     -4.932251e+02 1.713998e+01
98 8192     -2.296755e+02 -1.877783e+01
98 1286     2.058276e+02 -1.762952e+01
98 1290     9.551880e+01 -2.029364e+01
98 51     -4.752871e+02 -2.296417e+01
98 2729     8.129614e+01 -2.232864e+01
98 1089     5.124001e+02 -2.224167e+01
98 8875     -2.347532e+02 -3.952653e+02
98 4953     4.471863e+01 -2.494901e+01
98 8876     -4.312835e+02 -3.953400e+01
98 982     3.175875e+02 3.543759e+02
98 6249     -2.651769e+02 3.997198e+01
98 6920     -1.116606e+02 7.484338e+01
98 420     5.022953e+02 7.331464e+01
98 2612     -2.046752e+02 6.932819e+01
98 5239     -9.976709e+01 6.440878e+01
98 1040     -1.096212e+02 5.680368e+01
98 1025     2.623766e+02 5.426016e+01
98 1702     -1.609972e+02 5.091696e+01
98 41     -3.116251e+02 4.976718e+01
98 792     5.196351e+02 4.841522e+01
98 45     -3.731729e+02 4.817819e+01
98 4995     -3.907318e+02 4.064008e+01
98 6186     1.102285e+02 7.772757e+01
98 8877     5.076154e+02 3.770819e+01
98 4959     -5.032393e+02 3.388309e+01
98 1014     -4.054713e+02 3.296429e+01
98 2739     1.936606e+02 3.375281e+01
98 8878     5.272605e+02 3.353290e+01
98 6241     1.145398e+02 3.182932e+01
98 4259     5.176049e+02 2.582291e+01
98 2647     -5.047190e+02 1.916574e+01
98 1091     -1.083586e+02 -1.110461e+02
98 2709     8.792920e+01 -1.096545e+02
98 1059     5.212352e+02 -1.108586e+02
98 7471     -4.356039e+02 -1.122586e+02
98 8879     -7.942621e+01 -1.145229e+02
98 7550     2.523441e+02 -1.158129e+02
98 8880     -8.955457e+01 -1.184448e+02
98 7603     -3.636700e+01 -1.205698e+02
98 4157     5.420957e+02 -1.225364e+02
98 2688     -2.294818e+02 -1.235956e+02
98 8881     4.858978e+02 -1.250705e+02
98 8882     5.218744e+02 -1.273732e+02
98 4243     -3.355963e+02 -1.346144e+02
98 922     -3.055019e+02 -1.351001e+02
98 5679     -4.799635e+02 -1.108433e+02
98 2331     -1.440962e+02 -1.381481e+02
98 8883     -2.295948e+02 -1.401904e+02
98 8884     5.228876e+02 -1.430165e+02
98 8885     8.887457e+01 -1.477000e+02
98 1072     -2.300565e+02 -1.555742e+02
98 7377     -2.087396e+02 -1.590680e+02
98 8886     -1.448745e+02 -1.616121e+02
98 2758     8.934644e+01 -1.602911e+02
98 4341     -3.658667e+02 -1.668156e+02
98 8512     -2.303270e+02 -1.680272e+02
98 8887     -5.232910e+02 -3.969073e+01
98 8888     -7.284039e+01 -4.130359e+01
98 8889     1.060747e+02 -4.922302e+01
98 2663     5.060419e+01 -5.029169e+01
98 4285     -1.972362e+02 -5.323944e+01
98 8890     8.978448e+01 -5.580054e+01
98 6668     2.692531e+02 -5.391248e+01
98 6264     1.367184e+02 -6.371356e+01
98 6811     -4.324748e+02 -6.482245e+01
98 1765     -2.069152e+02 -6.439697e+01
98 66     -4.782869e+02 -6.869067e+01
98 1104     -1.433983e+02 -6.996747e+01
98 2718     2.507198e+02 -7.768384e+01
98 8891     4.018054e+01 -1.642194e+02
98 1100     -4.707479e+02 -8.088562e+01
98 8892     -2.749963e+02 -8.086206e+01
98 6873     -2.300634e+02 -8.124469e+01
98 3379     1.945570e+02 -8.015918e+01
98 1097     5.185452e+02 -8.327014e+01
98 4298     -3.645110e+02 -9.137683e+01
98 8345     1.250269e+01 -9.286499e+01
98 2716     -3.528998e+02 -9.376099e+01
98 2358     -1.432493e+02 -9.455139e+01
98 1474     1.961060e+02 -9.740302e+01
98 2714     -3.751880e+02 -9.789319e+01
98 2363     -1.443368e+02 -1.058610e+02
98 6887     -5.457251e+02 -2.448588e+02
98 8893     3.431086e+02 -2.367354e+02
98 5174     -4.321128e+02 -2.666423e+02
98 7511     -2.783567e+02 -2.254734e+02
98 4058     2.428348e+02 -2.180833e+02
98 8894     -1.641432e+02 -2.684926e+02
98 1285     9.853424e+01 -3.924023e+01
98 1186     -2.180881e+02 1.182923e+02
98 2733     2.491316e+02 -5.670917e+01
98 5228     4.290063e+01 -3.957690e+01
98 1266     5.115132e+02 -1.432861e+02
98 3555     -7.624719e+01 -1.705354e+02
98 5686     -2.199110e+02 -1.711675e+02
98 1362     -6.447870e+01 -1.732481e+02
98 1477     -2.080042e+02 -1.850927e+02
98 8895     3.649000e+02 -1.845901e+02
98 4046     -4.095302e+02 -1.865235e+02
98 1123     -1.543991e+02 -1.889620e+02
98 4162     -3.946847e+02 -2.013291e+02
98 6864     3.281342e+02 -2.168707e+02
98 8896     -1.454042e+02 -2.111475e+02
98 6852     4.029619e+02 1.869135e+02
99 8206     -3.558116e+02 -7.098013e+01
99 3054     2.070037e+02 8.528412e+00
99 3053     3.948323e+02 4.217834e-01
99 8897     -4.832819e+02 7.407935e+01
99 3047     -6.150397e+01 6.241702e+01
99 3057     1.542837e+02 5.958752e+01
99 3108     2.678758e+02 6.060736e+01
99 3056     3.536097e+02 5.585266e+01
99 7019     4.310259e+02 5.669693e+01
99 3061     2.554891e+02 -1.635074e+01
99 3062     1.132819e+02 -1.451373e+01
99 7013     4.349943e+02 -3.834665e+01
99 6990     1.822439e+02 2.003583e+02
99 8898     1.829999e+02 1.746088e+02
99 3087     1.814526e+02 1.180407e+02
99 4662     -4.738836e+02 7.809756e+01
99 7043     1.283779e+02 2.041641e+02
99 3068     1.408966e+01 2.859285e+02
99 5707     -5.392223e+02 2.245574e+02
99 3073     3.530792e+02 -4.824982e+00
99 4674     -4.215244e+02 7.913763e+01
99 7040     2.101843e+01 -2.924222e+01
99 6993     1.016865e+02 -5.328503e+01
99 7074     -2.038091e+02 -5.677814e+01
99 144     -5.478840e+02 8.055646e+01
99 4665     -5.905564e+02 8.191406e+01
99 7036     -3.657990e+01 1.065698e+02
99 7061     5.266520e+02 1.103977e+02
99 7001     4.845074e+02 1.111202e+02
99 3084     3.744278e+02 1.102292e+02
99 3085     3.283743e+02 1.117935e+02
99 3086     2.327441e+02 1.159851e+02
99 3094     8.457452e+01 1.180918e+02
99 8204     -4.024865e+02 -1.465540e+02
99 3089     1.571096e+02 1.455276e+02
99 7062     4.263165e+01 1.156476e+02
99 4660     -5.342794e+02 3.509311e+02
99 7079     8.526599e+01 2.042331e+02
99 7080     4.375964e+01 2.001679e+02
99 4658     -4.822894e+02 1.535534e+02
99 7004     3.756912e+02 1.574999e+02
99 3091     3.294930e+02 1.584528e+02
99 3081     3.979011e+02 1.791399e+02
99 8899     2.334228e+02 1.989908e+02
99 3080     3.525994e+02 1.801179e+02
99 7065     -3.541437e+01 1.915193e+02
99 3079     3.062117e+02 1.825264e+02
99 8900     -2.324367e+02 9.802298e+01
99 4678     -5.484949e+02 1.936230e+01
99 4673     -5.286395e+02 7.070160e+00
99 7081     1.544415e+02 5.782654e+00
99 8901     -4.031111e+02 -2.287540e+01
99 2781     -5.669333e+02 2.336588e+02
99 4701     -6.099781e+02 3.962608e+02
99 3083     3.561429e+02 2.658379e+02
99 7059     1.049878e+02 1.456942e+02
99 4664     -5.090991e+02 2.288386e+02
99 544     -5.098798e+02 2.068116e+02
99 3090     5.434541e+02 1.494597e+02
99 4671     -5.678807e+02 -6.977350e+01
99 7072     -6.477155e+01 -7.478497e+01
99 7071     2.477282e+02 -7.209653e+01
99 7046     2.086516e+02 1.789565e+02
99 6276     -5.542462e+02 1.842232e+02
99 4714     -4.426483e+02 6.177313e+01
99 632     -5.292522e+02 6.372726e+01
99 7083     5.090734e+02 6.246698e+01
99 225     -5.682553e+02 6.314969e+01
99 8902     2.907458e+02 1.050004e+02
99 3109     -5.864722e+01 9.030719e+01
99 2788     -5.069078e+02 2.992127e+02
99 281     -5.625455e+02 2.999595e+02
99 4698     -4.929521e+02 3.273057e+02
99 4680     -4.013046e+02 -8.964404e+01
99 8903     2.081895e+02 1.278726e+02
99 2797     -6.045476e+02 1.762650e+02
99 8099     -4.349853e+02 2.393900e+02
99 2537     -4.953926e+02 -4.343576e+01
99 7075     1.920722e+02 -3.200589e+01
99 7076     -1.688037e+02 -3.212753e+01
99 8105     -2.960221e+02 -2.830515e+01
99 4686     -5.122632e+02 -1.053979e+01
99 613     -4.937869e+02 1.780362e+01
99 4705     -4.222308e+02 -6.968628e+01
99 4704     -4.052855e+02 -6.562845e+01
99 585     -6.262531e+02 1.992193e+02
99 8904     1.063041e+02 2.044211e+02
99 4804     -4.890426e+02 1.967717e+02
99 4693     -6.143128e+02 1.540381e+02
99 2807     -6.300817e+02 1.623380e+02
99 4718     -5.724467e+02 1.656889e+02
99 4695     -4.760495e+02 1.793896e+02
99 2830     -6.116546e+02 1.899837e+02
99 4702     -5.353298e+02 3.017698e+02
99 7050     3.993350e+02 -1.775054e+02
99 8905     6.281262e+01 -2.629581e+01
99 7073     -2.603307e+02 -7.501846e+01
99 8906     -5.879742e+01 1.208348e+02
99 8907     2.570164e+02 1.270404e+02
99 2824     -4.480987e+02 1.466159e+02
100 8908     -4.164365e+02 2.180987e+02
100 6153     4.754315e+02 2.989032e+02
100 8909     2.565680e+02 -1.569732e+02
100 8910     -4.547689e+02 2.908708e+02
100 4065     -2.231146e+02 2.187551e+02
100 8433     -3.686966e+02 -2.494355e+02
100 8911     1.704318e+02 -1.968878e+02
100 8912     -3.231111e+02 3.678615e+02
100 8913     -8.224786e+01 -6.658911e+01
100 8914     -1.714237e+02 4.662781e+00
100 6055     3.273994e+02 2.707412e+02
100 8695     3.533708e+02 3.921913e+02
100 6808     -6.317810e+02 2.075297e+02
100 370     4.391426e+02 4.749320e+02
100 675     -4.398625e+02 4.200413e+02
100 7665     -5.282753e+02 3.686263e+02
100 3289     4.306940e+02 1.570418e+02
100 5485     3.020258e+02 1.192944e+02
100 1203     7.870532e+01 6.223596e+01
100 700     4.039567e+02 3.730200e+01
100 93     -4.659417e+02 -2.244998e+02
100 2195     -4.807625e+02 -9.923151e+01
100 98     3.593361e+02 -5.436121e+01
100 6634     -4.341247e+02 -4.193597e+01
100 2305     -5.132081e+02 -4.150214e+01
100 1194     9.561371e+01 1.530091e+02
100 4439     -3.549330e+02 1.505775e+02
100 8915     3.847510e+01 1.779965e+02
100 4656     1.656733e+02 2.986636e+02
100 3301     1.460063e+02 -1.020859e+02
100 5712     5.927200e+02 -1.870523e+02
100 5716     6.458016e+02 -1.985358e+01
100 8916     -1.569966e+02 -8.151978e+00
100 8917     -5.792915e+02 1.522984e+02
100 496     -4.911928e+02 8.381116e+01
100 5715     5.714008e+02 -1.912396e+01
100 134     2.603550e+02 5.993347e+00
100 2299     -3.371976e+02 7.924866e+00
100 3     -6.146070e+02 1.032251e+01
100 491     4.804559e+02 1.930280e+01
100 8918     6.332214e+02 2.608020e+01
100 121     7.293210e+02 3.178198e+01
100 2579     -2.929052e+02 3.321893e+01
100 2805     6.105371e+02 1.421402e+02
100 8919     -5.244955e+02 1.617649e+02
100 8920     -1.658813e+02 2.203829e+02
100 1835     1.130363e+02 2.561437e+02
100 1681     -4.953445e+02 2.523294e+02
100 5600     -3.966501e+02 3.257656e+02
100 1161     4.166382e+02 4.063878e+02
100 144     5.044592e+02 -2.519482e+01
100 6564     7.161604e+02 -1.600439e+01
100 8921     -7.623268e+02 -2.136186e+02
100 8922     -5.920619e+02 -4.139111e+01
100 747     -3.567744e+02 -4.158582e+01
100 3296     1.511663e+02 -3.736719e+01
100 117     -7.130342e+02 -7.231091e+01
100 6173     9.751422e+01 -7.799988e+01
100 2578     -7.593513e+02 -1.143400e+02
100 4019     -3.389319e+01 -1.747769e+02
100 8923     2.504541e+02 2.414987e+02
100 8924     5.137731e+02 -1.254428e+02
100 8098     6.447958e+02 1.323046e+02
100 3312     3.902177e+02 1.597137e+02
100 5598     2.487162e+02 1.547263e+02
100 2295     -2.191900e+02 1.313141e+02
100 8747     2.783540e+02 1.321768e+02
100 8925     3.536223e+02 1.189131e+02
100 8926     6.178835e+02 1.007626e+02
100 178     -5.202934e+02 7.787689e+01
100 179     -4.201814e+02 7.646814e+01
100 6220     6.010674e+02 6.325757e+01
100 5593     1.658976e+02 2.741724e+01
100 492     2.157994e+02 -1.298480e+01
100 7997     2.479216e+02 -3.646246e+01
100 8927     -2.582925e+02 -4.381921e+01
100 6211     1.979874e+02 -7.431842e+01
100 682     -2.645544e+02 2.809110e+02
100 138     5.183109e+02 -2.190488e+02
100 8928     9.408362e+01 1.049304e+01
100 8929     -2.248929e+02 3.096973e+02
100 111     4.898292e+02 2.942606e+02
100 5708     6.401094e+02 1.809251e+02
100 2558     3.674336e+02 2.710766e+02
100 1222     2.924073e+02 2.623646e+02
100 5629     -1.559207e+02 2.584689e+02
100 4851     6.395206e+02 2.577830e+02
100 2591     -2.159452e+02 2.054597e+02
100 384     4.631503e+02 2.073164e+02
100 2318     -6.010857e+02 1.942372e+02
100 2590     -6.806202e+02 -1.166209e+02
100 137     3.858966e+02 -2.280131e+02
100 2018     -6.802144e+02 -1.807734e+02
100 4154     -4.005482e+02 -1.814489e+02
100 1218     -3.004828e+01 -8.005774e+01
100 8930     4.037439e+02 -3.379808e+02
100 4714     6.859661e+02 -4.033429e+01
100 8931     -6.716168e+02 -3.056219e+01
100 5196     4.476530e+02 -3.150555e+01
100 8405     -2.573739e+02 -3.452588e+01
100 2510     7.114600e+01 -4.736157e+01
100 6180     7.772872e+02 -4.382318e+01
100 5612     4.179724e+01 -7.614050e+01
100 123     1.310485e+02 4.202118e+01
100 2482     -1.520528e+02 5.416473e+01
100 209     3.666736e+02 5.877563e+01
100 8932     -2.974034e+02 -6.246680e+01
100 3892     2.771320e+02 -6.515759e+01
100 164     3.088727e+02 -6.387817e+01
100 20     -7.378325e+02 -7.349780e+01
100 9     -6.724123e+02 -7.378137e+01
100 5342     -2.231418e+02 -7.596149e+01
100 188     4.508990e+01 -1.096502e+02
100 307     5.464830e+02 -1.256680e+02
100 613     6.256755e+02 -1.274816e+02
100 5557     -3.945594e+02 -1.309740e+02
100 6202     5.018678e+02 3.381949e+02
100 8933     4.344702e+02 1.813305e+02
100 8934     1.379014e+02 3.216115e+02
100 8243     3.957841e+02 3.138515e+02
100 193     3.619589e+02 3.023060e+02
100 6451     -4.905837e+02 2.942493e+02
100 260     1.495587e+02 2.896879e+02
100 5165     5.517540e+02 2.903540e+02
100 10     -3.586416e+02 2.348198e+02
100 151     2.444314e+02 2.167643e+02
100 547     6.113560e+02 2.110635e+02
100 419     -5.558052e+02 1.968487e+02
100 1186     -3.149724e+02 1.910946e+02
100 210     -5.598648e+02 6.845978e+01
100 7646     4.882629e+00 1.752712e+02
100 149     -5.788052e+02 1.723994e+02
100 5606     1.803008e+02 1.513054e+02
100 5123     -5.820959e+02 1.371347e+02
100 2523     2.153148e+02 1.379524e+02
100 239     4.300458e+02 1.249966e+02
100 8935     -6.527195e+02 1.079057e+02
100 5634     -4.627639e+02 1.016355e+02
100 8508     7.739913e+02 9.973221e+01
100 4392     3.669370e+02 8.357745e+01
100 8936     4.205148e+02 -5.235557e+02
100 8937     1.236247e+02 2.071620e+02
100 239     4.308972e+02 1.299466e+02
100 4165     2.633510e+02 -2.145446e+02
100 32     -5.315755e+02 -1.559762e+02
100 8107     -4.189755e+02 -1.567411e+02
100 6347     2.593401e+02 -1.585764e+02
100 2651     2.360940e+02 -1.765480e+02
100 5588     -2.539818e+02 -1.816925e+02
100 8938     5.522955e+02 -1.867569e+02
100 34     -4.910940e+02 -1.993994e+02
100 574     -4.452465e+02 -2.009399e+02
100 2635     -6.628961e+02 -2.091946e+02
100 2109     -6.322423e+02 -2.060626e+02
100 166     2.079204e+02 -1.528591e+02
100 3871     -5.192954e+02 -2.239465e+02
100 6857     -7.574573e+02 -2.551733e+02
100 8939     -6.327444e+02 -2.599604e+02
100 6599     5.575100e+02 -2.608593e+02
100 569     1.863683e+02 -3.405164e+01
100 8390     6.041395e+02 -1.695128e+02
100 6222     3.762014e+02 3.674865e+02
100 6862     -2.687675e+02 -2.035864e+02
100 7684     -3.378674e+02 2.751410e+02
100 340     -4.348005e+02 4.583859e+02
100 2636     -6.885148e+02 -2.267068e+02
100 5625     1.571246e+02 -4.768158e+01
100 222     2.066694e+02 -4.759436e+01
100 225     4.734967e+02 -4.924927e+01
100 8940     6.635404e+02 -4.391187e+01
100 632     5.382435e+02 -4.446155e+01
100 5782     7.508131e+02 -3.668481e+01
100 5230     -7.770628e+02 -3.771808e+01
100 3316     3.765039e+02 1.112842e+01
100 7208     -1.544019e+01 -2.593848e+01
100 8941     -1.833206e+02 -1.204120e+01
100 55     -6.988368e+02 -1.044153e+01
100 638     7.548925e+02 -6.173584e+00
100 56     -7.407377e+02 -8.671997e+00
100 8942     6.263756e+02 -5.467712e+00
100 331     2.702507e+02 -2.026550e+00
100 28     -6.272473e+02 -1.275875e+02
100 8943     5.218877e+02 1.398896e+02
100 252     3.722285e+02 -1.253560e+02
100 8944     -3.521497e+01 -1.177856e+02
100 5655     -2.803687e+02 -1.100610e+02
100 4876     -3.198200e+02 -1.086509e+02
100 1168     1.956578e+02 -1.059651e+02
100 8344     -1.726191e+02 -1.006758e+02
100 847     -1.870308e+02 -7.847174e+01
100 8945     -3.215287e+02 -6.505933e+01
100 69     -3.920013e+02 -6.307202e+01
100 25     -5.546665e+02 -6.382788e+01
100 26     -6.268703e+02 -6.414667e+01
100 2641     -7.581012e+02 -5.541968e+01
100 8946     2.377010e+02 1.873875e+02
100 4645     6.613441e+02 9.369769e+01
100 8947     -2.471234e+02 1.037883e+02
100 2605     -6.034380e+02 1.146208e+02
100 869     -4.727633e+02 1.299774e+02
100 4448     -2.519008e+02 1.417966e+02
100 2802     4.606381e+02 1.592163e+02
100 280     -2.614507e+02 1.713364e+02
100 8948     -2.088314e+02 1.741554e+02
100 4203     -3.357007e+02 1.734902e+02
100 8949     -7.498304e+02 8.286011e+01
100 152     1.821876e+02 1.952295e+02
100 5128     -2.700867e+02 2.198458e+02
100 287     -4.540954e+02 2.542621e+02
100 281     4.909255e+02 2.637333e+02
100 557     1.699902e+02 2.674268e+02
100 257     1.620145e+02 3.463588e+02
100 397     4.635289e+02 3.673685e+02
100 8950     4.352993e+02 5.095552e+02
100 2317     -6.460018e+02 4.218402e+01
100 8951     -3.213801e+02 2.008594e+01
100 24     -3.799888e+02 2.040381e+01
100 37     -5.310991e+02 2.209875e+01
100 23     -6.254455e+02 2.326111e+01
100 8480     5.240375e+02 3.538483e+01
100 427     4.635973e+02 3.720825e+01
100 8952     5.845714e+02 3.986273e+01
100 624     2.469122e+02 3.961920e+01
100 8953     -2.986765e+02 1.433990e+01
100 8954     -2.352516e+02 4.893707e+01
100 8955     4.454249e+02 5.238824e+01
100 5619     1.820704e+02 5.152570e+01
100 8956     -1.902523e+02 5.729059e+01
100 2648     -3.106849e+02 5.981866e+01
100 2072     -3.794876e+02 6.364221e+01
100 551     1.492792e+02 7.107715e+01
100 7211     4.291332e+02 9.671384e+01
100 8957     -3.384536e+02 -3.845582e+02
100 8958     6.709746e+02 -3.720659e+02
100 8959     -2.396747e+01 -3.567629e+02
100 327     -7.097532e+02 -1.436494e+02
100 4051     -6.579853e+02 -2.457684e+02
100 2090     -2.727858e+02 -2.404023e+02
100 2093     -7.112975e+02 -2.305181e+02
100 4683     4.146023e+02 -2.137026e+02
100 5646     -5.861176e+02 -2.130659e+02
100 5556     -6.058817e+02 -1.998702e+02
100 572     4.851696e+02 -1.921874e+02
100 8891     -3.122021e+01 -2.428396e+02
100 347     -7.107546e+02 -1.849901e+02
100 65     -5.546820e+02 -1.718306e+02
100 7207     5.726588e+02 -1.696989e+02
100 2113     -6.276733e+02 -1.689984e+02
100 4225     -3.554364e+02 -1.505977e+02
100 4020     -6.520313e+02 -1.645192e+02
100 8960     -2.468457e+01 -1.469144e+02
100 6232     -1.019003e+02 -1.567534e+02
100 4706     6.017676e+01 -2.768406e+02
100 8861     5.009261e+02 -2.945092e+02
100 6827     -3.185599e+02 -2.860723e+02
100 8961     6.174425e+02 -2.717841e+02
100 5253     2.677922e+02 -2.716057e+02
100 1164     4.901064e+02 -2.633181e+02
100 8962     4.187538e+02 -2.642454e+02
100 8963     -4.693286e+01 -2.652183e+02
100 8964     -7.798536e+02 -2.467332e+02
100 6969     1.232718e+02 1.815956e+02
100 937     -2.028408e+02 -2.823132e+01
100 345     4.105110e+02 -1.584601e+02
100 332     3.099364e+02 6.231689e-01
100 2063     1.888250e+02 3.233793e+02
100 314     6.022595e+02 -1.476090e+02
100 244     2.113254e+02 6.789703e+01
100 8965     7.282642e+02 1.811219e+02
100 7199     2.919630e+02 -1.545050e+01
100 939     -2.212256e+02 -1.215173e+01
100 8192     -3.186686e+02 -8.571533e+00
100 8763     1.214260e+02 -1.809253e+01
100 1286     3.208046e+02 -1.601477e+01
100 54     -4.701771e+02 -8.826538e+00
100 8966     -5.873330e+02 -6.773438e+00
100 1019     -6.036960e+02 -5.376465e+00
100 296     -6.329875e+02 -5.178711e+00
100 21     -6.526234e+02 -4.316406e+00
100 8081     4.689597e+02 8.606323e+00
100 8967     6.222588e+02 -2.914246e+00
100 3360     3.987869e+02 4.954956e+00
100 5998     5.258944e+02 9.496765e+00
100 8790     5.001071e+02 9.398682e+00
100 8968     5.900789e+02 1.203510e+01
100 8969     6.213989e+00 1.243311e+01
100 458     -2.434014e+02 1.622430e+01
100 328     4.387804e+02 1.958612e+01
100 2066     -6.796912e+02 2.104858e+01
100 321     1.773560e+02 2.628021e+01
100 2647     -7.711855e+02 2.561230e+01
100 2325     -1.718569e+02 3.214117e+01
100 461     -2.054489e+02 3.776422e+01
100 3361     3.474482e+02 3.952155e+01
100 2733     4.053505e+02 -7.127679e+01
100 8136     -4.099921e+02 -1.192051e+02
100 1100     -7.129917e+02 -1.158990e+02
100 8970     5.261987e+02 -1.080969e+02
100 3363     3.633920e+02 -1.074662e+02
100 4753     4.071973e+02 -1.018846e+02
100 66     -7.244621e+02 -9.724084e+01
100 4601     -2.006789e+02 -9.731433e+01
100 1231     -1.080792e+01 -9.148334e+01
100 8971     3.247058e+02 -8.628833e+01
100 1282     1.152476e+02 -7.343494e+01
100 8972     -2.456337e+02 -7.461847e+01
100 51     -7.206266e+02 -2.573523e+01
100 8773     1.492188e+02 -7.065564e+01
100 2674     -2.759919e+02 -7.145227e+01
100 630     4.351725e+02 -6.553784e+01
100 1283     3.315509e+02 -6.125427e+01
100 636     1.750090e+02 -5.889185e+01
100 4650     3.846575e+02 -5.357599e+01
100 5626     -6.457677e+02 -4.908807e+01
100 3353     3.967379e+02 -3.752563e+01
100 6260     7.039329e+02 -3.552881e+01
100 1771     -2.646334e+02 -2.943512e+01
100 5548     -6.579891e+02 -2.859003e+01
