265 11247 50103
0 0     -7.996968e+01 4.194797e+01
34 4314     3.176933e+02 -2.703795e+02
34 4315     2.461660e+02 -2.474449e+02
34 4316     -2.588275e+02 -1.894301e+02
34 4317     -1.735788e+01 -1.805688e+02
34 4318     -2.626266e+01 -1.142757e+02
34 4319     -9.067276e+01 -7.562207e+01
34 2230     2.330572e+02 -1.251114e+02
34 4320     3.967731e+01 -1.236361e+02
34 4321     1.012323e+02 -1.196945e+02
34 4322     3.225994e+02 -1.290294e+02
34 1551     -6.094669e+01 -1.015453e+02
34 4207     2.291547e+02 -8.963937e+01
34 2268     1.562091e+01 -4.573367e+01
34 4055     1.707543e+02 -2.650964e+01
34 3097     -3.792368e+01 -1.163342e+01
34 4323     3.763942e+02 2.104832e+02
34 4324     3.520028e+02 -3.603075e+02
34 4325     -2.736840e+02 -3.557539e+02
34 4326     -4.712238e+01 -3.211854e+02
34 4327     -2.108673e+02 -2.677511e+02
34 4328     3.494756e+02 -2.466407e+02
34 4329     -2.733917e+02 -1.337177e+02
34 4330     2.893190e+02 -2.049045e+02
34 4331     1.117999e+01 -2.053112e+02
34 3106     1.842346e+02 -1.374506e+02
34 4332     4.156140e+01 4.912408e+01
34 4333     -3.438096e+02 8.575458e+01
34 1968     -2.344675e+01 8.624866e+01
34 4211     1.545776e+01 8.169189e+01
34 4334     -2.836131e+02 8.027930e+01
34 1620     -2.485989e+02 7.684268e+01
34 4335     -2.108654e+02 7.277475e+01
34 592     1.027577e+02 7.269513e+01
34 3021     1.756598e+02 6.553198e+01
34 282     -1.075372e+02 9.438861e+01
34 4336     -1.077440e+02 6.190039e+01
34 4337     -7.733438e+01 5.959073e+01
34 3125     -4.828378e+01 5.498959e+01
34 729     1.585267e+02 3.688419e+01
34 1571     1.885011e+02 3.559653e+01
34 1488     -4.681323e+02 1.308411e+02
34 4338     4.060956e+01 2.073519e+02
34 4339     -1.146491e+02 2.027635e+02
34 4340     -5.676520e+01 1.949791e+02
34 3759     2.046536e+02 1.358556e+02
34 1487     -4.112586e+02 1.258365e+02
34 4341     -3.759000e+02 1.226852e+02
34 2249     3.362886e+02 1.204569e+02
34 1234     -3.106611e+02 1.161018e+02
34 4342     -2.785970e+02 1.125549e+02
34 723     -2.253661e+02 1.067777e+02
34 721     -1.912206e+02 1.032974e+02
34 4343     -1.604289e+02 9.986563e+01
34 2251     4.210822e+02 -2.037834e+02
34 4344     1.652150e+02 -2.138416e+02
34 4345     -3.042660e+02 -2.209578e+02
34 3101     4.640729e+02 -2.269029e+02
34 4346     4.255141e+02 -2.298253e+02
34 3009     4.288743e+02 -2.530040e+02
34 4347     -2.880496e+02 -2.683627e+02
34 4348     4.793179e+02 -3.327850e+02
34 4349     -7.340891e+01 -2.961667e+02
34 4350     -2.698441e+02 -1.837753e+02
34 4351     -1.692939e+02 -1.919161e+02
34 4352     -2.190497e+02 1.057922e+00
34 1844     1.937311e+02 -1.605212e+01
34 2980     3.935964e+02 -4.370706e+01
34 4353     -3.633559e+02 -8.523981e+01
34 4218     4.031050e+02 -9.963229e+01
34 1419     2.028131e+02 -1.153779e+02
34 3108     4.068209e+02 -1.237151e+02
34 1256     2.091046e+02 -1.576101e+02
34 4354     -2.815331e+02 -1.612283e+02
34 4355     1.602134e+02 -1.590857e+02
34 4356     -3.672694e+02 -1.746804e+02
34 3699     1.514102e+02 -1.178768e+02
34 686     2.405186e+02 5.832886e+01
34 2790     -4.808398e+02 2.033087e+01
34 327     1.257168e+02 1.461243e+02
34 4357     -2.135149e+02 1.481632e+02
34 4358     -6.753024e+01 1.305734e+02
34 4359     -3.813113e+01 1.271394e+02
34 1232     -3.209510e+02 8.656946e+01
34 2902     -5.592844e+01 8.840073e+01
34 4360     -3.019456e+02 8.418680e+01
34 4214     -4.777308e+02 8.009940e+01
34 1608     6.994989e+01 7.577783e+01
34 705     -3.568273e+02 6.372220e+01
34 4361     2.011870e+02 6.317172e+01
34 4362     -2.720672e+02 1.547663e+02
34 4363     -1.247052e+01 5.647626e+01
34 218     2.902089e+02 5.245569e+01
34 4364     -4.787828e+02 4.961398e+01
34 215     3.172028e+02 4.924188e+01
34 214     4.029467e+02 4.096643e+01
34 703     1.362472e+02 3.849988e+01
34 4365     -3.571929e+02 3.069104e+01
34 4366     2.557758e+02 2.785330e+01
34 129     3.237004e+02 2.096426e+01
34 2246     3.642915e+02 1.634457e+01
34 3155     3.885493e+02 1.565451e+01
34 4232     4.074515e+02 1.476276e+01
34 4367     -4.659364e+02 2.165984e+02
34 4368     -3.577022e+02 2.041774e+02
34 2898     -1.234423e+02 1.388244e+02
34 4369     -3.753414e+02 -2.828400e+00
34 4370     -4.905338e+02 -7.370383e+01
34 4371     -2.085291e+02 -2.827139e+02
34 329     -1.538370e+01 1.631077e+02
34 4212     -9.825803e+01 2.224640e+02
34 3133     6.288470e+01 2.006852e+02
34 4228     1.672905e+02 1.923866e+02
34 4372     -1.321639e+02 1.791165e+02
34 2572     -1.030904e+02 1.726221e+02
34 4373     -3.680976e+02 1.672439e+02
34 412     -4.487119e+01 1.655611e+02
34 1500     4.601249e+02 -3.084713e+02
34 4374     2.687604e+02 -2.306143e+02
34 4375     1.686216e+02 -2.502476e+02
34 4376     -1.882592e+02 -2.560133e+02
34 4377     -2.642872e+02 -2.676147e+02
34 4378     2.370093e+01 -2.689214e+02
34 4379     -4.380901e+02 -2.758236e+02
34 4380     -2.912753e+02 -2.786304e+02
34 4381     4.716309e+02 -2.957670e+02
34 4382     -5.106412e+01 -2.195580e+02
34 4383     1.725623e+02 -3.133235e+02
34 4384     2.561172e+02 -3.126259e+02
34 4385     2.291848e+02 -3.148741e+02
34 4386     -2.929234e+02 -3.164928e+02
34 4387     -2.087491e+02 -3.329201e+02
34 4388     -2.930737e+02 -3.363251e+02
34 3068     -1.294850e+02 -1.376405e+02
34 4389     2.948489e+02 5.664124e+00
34 3099     -3.409074e+02 -4.802521e+00
34 4216     3.306726e+01 -1.362241e+01
34 2780     -2.981541e+02 -2.966895e+01
34 4390     4.123004e+02 -3.011105e+01
34 4391     2.890342e+02 -3.792587e+01
34 4392     -3.451781e+02 -7.323318e+01
34 2257     3.793867e+02 -9.359680e+01
34 4063     -1.527516e+02 -1.153183e+02
34 4393     4.457113e+02 -1.272652e+02
34 4394     -3.476847e+02 -1.329318e+02
34 1584     -2.435765e+02 8.260529e+00
34 4395     -3.829291e+02 -1.405123e+02
34 3181     3.032974e+02 -1.426368e+02
34 4396     -3.494960e+02 -1.609529e+02
34 2289     -5.315738e+01 -1.652260e+02
34 4397     3.931979e+02 -1.695460e+02
34 3117     4.544888e+02 -1.747395e+02
34 4398     3.974459e+02 -1.959007e+02
34 4399     -3.877345e+02 -2.100245e+02
34 4400     3.484835e+02 8.249429e+01
34 805     1.168964e+02 1.103982e+02
34 2526     4.048559e+02 1.083076e+02
34 807     1.417861e+02 1.060412e+02
34 4401     1.665466e+02 1.045221e+02
34 745     1.911302e+02 1.005091e+02
34 2907     2.140585e+02 9.946375e+01
34 747     2.373581e+02 9.479367e+01
34 4220     -4.526824e+02 9.444754e+01
34 1621     2.602120e+02 9.415417e+01
34 4402     2.826151e+02 9.134885e+01
34 4403     -4.057832e+02 8.884262e+01
34 744     6.681830e+01 1.122939e+02
34 3773     -4.434424e+02 8.018097e+01
34 4404     -4.285398e+02 7.725702e+01
34 593     2.240596e+02 3.451022e+01
34 4405     -2.489456e+02 2.860736e+01
34 769     -2.318597e+02 2.741953e+01
34 2083     -3.423831e+02 1.520056e+01
34 3128     -1.613233e+02 1.172775e+01
34 1700     1.325425e+02 1.612151e+02
34 4406     -1.319476e+02 2.069301e+02
34 4407     -4.737257e+02 2.040160e+02
34 4408     -5.967197e+01 1.989550e+02
34 4409     -3.338696e+02 1.872577e+02
34 4410     2.036730e+02 1.881865e+02
34 4227     -4.338208e+02 1.779870e+02
34 4411     4.964159e+02 1.770822e+02
34 4412     -1.972020e+02 5.360046e+00
34 1578     -2.452560e+02 1.547540e+02
34 4215     -4.569531e+02 1.486746e+02
34 4413     -1.822281e+02 1.464059e+02
34 4414     -4.006287e+02 1.424105e+02
34 4415     1.507506e+02 1.397364e+02
34 742     -1.137830e+01 1.241500e+02
34 3169     1.448950e+01 1.224115e+02
34 2908     4.030249e+01 1.193736e+02
34 2901     9.095404e+01 1.125198e+02
34 4416     -2.280089e+02 -2.155963e+02
34 1424     1.861151e+02 -1.143326e+02
34 1609     -5.333908e+01 -1.342361e+02
34 1912     4.163324e+02 -1.334690e+02
34 4417     2.735474e+02 -3.133185e+02
34 4418     4.130709e+02 -3.106080e+02
34 4419     3.348657e+01 -2.094191e+02
34 3186     3.665363e+02 -1.062680e+02
34 4420     1.212061e+02 -2.509278e+02
34 4421     2.743871e+02 -2.605213e+02
34 4422     -4.260400e+02 -2.664627e+02
34 4423     -3.564147e+02 -2.774918e+02
34 4424     -2.092491e+02 -3.073372e+02
34 4425     2.746641e+02 -2.896824e+02
34 4426     1.816431e+02 -2.991467e+02
34 3211     -1.374494e+02 -4.312628e+01
34 4427     -2.599207e+02 2.164551e+00
34 4428     7.909607e+00 -7.637024e-01
34 4429     2.124709e+02 -8.839722e-01
34 2087     -2.736860e+02 -5.200958e+00
34 1618     -1.734182e+02 -5.182434e+00
34 4430     -1.072851e+02 -5.732727e+00
34 81     4.116893e+02 -5.645111e+00
34 4431     -2.355458e+02 -2.471658e+01
34 4432     -5.753259e+01 -2.501926e+01
34 1443     2.730230e+02 -3.182993e+01
34 4433     1.181499e+02 2.095847e+02
34 4434     -3.061214e+02 -4.491376e+01
34 4435     -1.191145e+02 -4.735974e+01
34 4436     -3.426542e+02 -4.705862e+01
34 2265     -1.314142e+02 -5.590744e+01
34 1893     1.282456e+02 -6.339621e+01
34 4437     -4.503600e+02 -7.378687e+01
34 3110     3.552159e+02 -7.463785e+01
34 4438     -3.776060e+02 -8.068469e+01
34 4439     -1.274239e+02 -8.024878e+01
34 3669     1.377400e+02 -9.254324e+01
34 4440     -3.793882e+02 -9.399374e+01
34 4441     -4.898382e+02 8.755484e+01
34 4442     -3.863143e+02 -2.448127e+02
34 4443     -7.277936e+01 2.031310e+02
34 4444     -2.699571e+02 2.189209e+01
34 700     -2.347872e+02 1.243851e+02
34 4445     -4.486204e+02 2.135016e+02
34 4446     -3.524802e+01 2.160217e+02
34 4447     -1.338528e+02 2.239349e+02
34 4448     -3.604075e+02 2.486705e+02
34 4449     -2.854153e+02 2.736940e+02
34 3803     -4.778261e+02 2.248862e+02
34 2593     -3.556965e+02 1.571826e+02
34 4450     -1.694831e+02 2.085565e+02
34 4451     1.284284e+02 -3.298529e+01
34 2817     2.419386e+02 1.969487e+02
34 4452     -4.224689e+02 1.642247e+02
34 4453     1.695571e+02 1.681414e+02
34 4454     1.695341e+02 1.792638e+02
34 4455     -3.022698e+02 2.670396e+02
34 4456     -4.272611e+02 3.096171e+02
34 4457     -3.596276e+02 2.726924e+02
34 4458     1.485590e+01 2.589703e+02
34 3328     3.004336e+02 2.493243e+02
34 4459     -4.517782e+02 2.330025e+02
34 4460     -4.277502e+02 2.310627e+02
34 2120     -3.997173e+02 7.543954e+01
34 4461     -3.842692e+02 7.416415e+01
34 4234     -4.820474e+02 6.736969e+01
34 4462     9.087415e+01 6.752005e+01
34 4238     -4.471116e+02 4.856509e+01
34 4463     2.693478e+02 4.989890e+01
34 4464     3.895770e+02 7.933130e+01
34 4244     -4.383709e+02 1.879727e+01
34 4465     -4.510836e+02 1.839493e+01
34 4466     -4.126745e+02 5.634552e+00
34 4467     4.107953e+01 3.843445e+00
34 4468     -1.477901e+02 -5.892944e-02
34 1660     -1.934569e+02 -7.830231e+00
34 811     1.006204e+02 -9.323975e+00
34 4469     2.012684e+02 1.101134e+02
34 4470     -3.716898e+02 1.396699e+02
34 1604     -3.450624e+02 1.371216e+02
34 315     4.260850e+02 1.382768e+02
34 1605     -3.231163e+02 1.339854e+02
34 1580     -2.644133e+02 1.283491e+02
34 4471     4.748575e+02 1.216234e+02
34 3139     -1.377334e+02 1.145264e+02
34 793     -3.528404e+02 1.136891e+02
34 4472     3.694732e+02 1.122391e+02
34 4473     -9.942990e+01 1.100304e+02
34 4474     -2.000210e+02 1.578815e+02
34 3760     3.390108e+02 1.051689e+02
34 4475     -3.542535e+01 1.037164e+02
34 4476     6.415039e+00 9.864194e+01
34 3249     -1.595953e+02 9.454037e+01
34 1570     1.210964e+02 8.606891e+01
34 4477     1.965213e+02 7.869547e+01
34 4478     -1.464426e+02 -1.278291e+02
34 4479     -1.166440e+02 -1.284910e+02
34 4480     -2.863859e+02 -1.323779e+02
34 2310     -1.569386e+02 -1.333541e+02
34 3804     -5.003395e+02 -1.382542e+02
34 4481     -1.565198e+01 -1.452992e+02
34 4482     9.425714e+01 -1.438470e+02
34 4483     -5.019844e+02 -1.524496e+02
34 2322     3.147951e+02 -1.519555e+02
34 4484     2.752792e+02 -1.580579e+02
34 2170     3.193641e+02 -1.696634e+02
34 4485     -3.903204e+01 -1.728383e+02
34 4486     4.240356e+02 -1.742879e+02
34 4487     -1.059375e+02 -1.858991e+02
34 4488     -8.941586e+01 -1.865906e+02
34 4489     1.306925e+02 -1.986877e+02
34 4490     -3.693826e+01 -2.206339e+02
34 4491     -4.508921e+02 -1.195328e+01
34 4492     2.586188e+01 -2.238923e+02
34 3670     1.255028e+02 -9.016895e+01
34 1636     3.080135e+02 -3.530005e+01
34 479     4.281764e+02 -3.769943e+01
34 4493     3.248863e+02 -4.347455e+01
34 4494     -9.628815e+00 -4.413538e+01
34 4495     2.509265e+02 -4.362628e+01
34 3675     1.210854e+02 -5.163599e+01
34 4496     -1.095039e+02 -5.630753e+01
34 1119     4.328204e+02 -6.119226e+01
34 2314     1.144479e+02 -6.280627e+01
34 4497     -1.081351e+02 -6.935822e+01
34 4498     3.415638e+02 -7.550015e+01
34 4499     -9.238129e+00 -8.817752e+01
34 4500     3.377643e+02 -8.874231e+01
34 4501     -4.055101e+02 -9.290308e+01
34 4502     3.524315e+02 -1.028348e+02
34 4503     -4.950050e+02 -1.063578e+02
34 4504     -3.797106e+02 -1.117530e+02
34 4505     3.330035e+02 -1.187809e+02
34 4506     -4.979419e+02 -1.217517e+02
34 1617     -6.524258e+01 -1.257049e+02
34 4507     9.408185e+01 -1.273167e+02
34 4508     5.067487e+02 -3.071281e+02
34 4509     -1.256137e+02 -3.226925e+02
34 4510     4.701794e+01 -3.222912e+02
34 4511     -3.754988e+02 -3.237875e+01
34 3684     7.354193e+01 -2.790219e+01
34 2298     9.309875e+01 -2.552106e+01
34 4512     4.613328e+02 9.926584e+01
34 2297     -2.139401e+02 1.893588e+01
34 2304     7.310907e+01 -1.681589e+01
34 4513     -1.315940e+02 -1.581693e+01
34 4514     -3.738526e+02 -1.704083e+01
34 2307     -1.597805e+02 -1.515442e+01
34 4515     1.532809e+02 -2.624304e+02
34 4516     2.078750e+02 -2.359218e+02
34 4517     1.332947e+02 -2.381093e+02
34 4518     -4.863585e+02 -2.416739e+02
34 3059     -1.984453e+02 -2.422606e+02
34 2337     5.111951e+01 -2.461780e+02
34 4519     -2.966547e+02 -2.586038e+02
34 4520     -2.040052e+02 -2.606249e+02
34 4521     4.908646e+02 -2.965896e+02
34 1496     -4.808997e+01 -2.971617e+02
34 4522     4.461544e+02 -2.950521e+02
34 3179     3.928361e+02 -2.629004e+02
34 4523     -2.222475e+02 -2.812247e+02
34 1313     -3.299830e+02 -2.730979e+02
35 4524     4.893149e+02 2.661842e+02
35 4525     -7.055975e+02 -1.124634e+02
35 4526     1.826533e+02 7.918835e+01
35 4527     -1.767845e+02 7.006348e+01
35 4528     3.642371e+01 4.286685e+02
35 4529     -1.574612e+02 2.423021e+02
35 4530     1.660551e+02 2.513622e+02
35 4531     2.500907e+02 2.440334e+02
35 4532     3.240742e+02 1.615888e+02
35 3828     -1.482080e+02 -6.151617e+01
35 4533     1.572220e+02 -5.925507e+01
35 4534     -4.520438e+02 4.486029e+01
35 4535     7.816919e+01 -1.394723e+02
35 4536     -5.198949e+02 -1.266566e+02
35 3830     3.602666e+02 -3.841632e+01
35 3450     -2.597875e+02 2.535722e+02
35 4537     7.340654e+02 3.292520e+02
35 4538     -7.366792e+02 3.376706e+02
35 4539     -3.689603e+02 1.530599e+02
35 4540     -7.529510e+02 2.513410e+02
35 17     3.739879e+02 2.569692e+02
35 3833     4.085997e+02 -1.442731e+02
35 4541     2.167231e+02 -2.006573e+02
35 4542     7.058585e+02 -2.429324e+02
35 4543     -7.009557e+02 -2.525839e+02
35 4544     4.557122e+02 -4.006251e+02
35 4545     -6.991632e+01 -1.453586e+02
35 4546     -5.290271e+02 5.118008e+02
35 4547     5.058225e+02 1.158492e+02
35 4548     5.655012e+02 1.129823e+02
35 4549     4.506107e+02 1.025867e+02
35 2345     2.221243e+02 -1.017517e+01
35 4550     4.837008e+02 -5.348315e+01
35 3837     3.286216e+02 -1.132288e+02
35 4551     6.075806e+02 -2.340283e+02
35 4552     6.267460e+02 -3.717046e+02
35 4553     5.718845e+02 4.625757e+01
35 3470     5.442085e+02 -6.156567e+01
35 3841     2.713739e+02 -2.286957e+01
35 4554     -5.704706e+02 -2.113062e+01
35 2346     -2.105072e+02 -1.103613e+01
35 4555     -5.123637e+02 7.584326e+01
35 4556     -5.495583e+02 1.187338e+02
35 4557     5.834037e+02 1.770781e+02
35 4558     -5.641823e+02 1.742369e+02
35 4559     -2.145038e+01 2.146056e+02
35 4560     -9.677277e+01 4.009294e+02
35 4561     5.437339e+02 5.125885e+02
35 4562     5.162234e+02 5.512068e+02
35 4563     6.257310e+02 3.883647e+02
35 4564     -4.339442e+02 -3.933731e+02
35 3844     2.592765e+02 1.228598e+02
35 4565     -6.795036e+02 -3.174607e+02
35 4566     5.397469e+02 -1.611597e+01
35 4567     5.314187e+02 -2.981909e+02
35 2349     1.646151e+02 2.199095e+02
35 4568     -5.371180e+02 -1.039021e+02
35 3854     2.100232e+01 4.007206e+02
35 4569     -3.914315e+02 5.172687e+01
35 3463     -2.537009e+02 1.325876e+02
35 3852     -1.522679e+02 1.271788e+02
35 4570     -2.144498e+02 1.200080e+02
35 4571     3.782979e+02 1.098414e+02
35 4572     -3.411956e+02 8.807297e+01
35 4573     -2.909151e+02 7.957990e+01
35 4574     4.005721e+02 7.712689e+01
35 4575     6.089270e+02 7.495886e+01
35 4576     -5.292782e+02 8.064636e+00
35 4577     -1.199293e+02 -7.149445e+01
35 4578     -4.665341e+02 -8.553265e+01
35 3473     4.935928e+02 -1.164562e+02
35 4579     2.524078e+01 4.823874e+02
35 4580     -6.490627e+02 4.450816e+02
35 3859     5.120336e+02 -5.343671e+01
35 4581     6.013613e+02 -3.623981e+02
35 4582     6.609998e+02 5.113360e+02
35 4583     5.368840e+02 4.385455e+02
35 4584     -6.654080e+02 2.323170e+02
35 890     1.816606e+02 1.816173e+02
35 4585     -2.389999e+02 1.769820e+02
35 4586     3.972056e+02 1.437924e+02
35 4587     -5.424572e+02 -1.529016e+02
35 4588     7.597360e+02 -2.261526e+02
35 4589     5.393936e+02 -1.382795e+02
35 3875     3.931876e+02 -2.498824e+02
35 4590     -2.759555e+02 -9.533240e+01
35 4591     -5.066584e+02 -1.140979e+01
35 4592     -2.678157e+02 -1.339862e+01
35 4593     -3.958672e+02 -2.853101e+01
35 4594     -7.176785e+02 -1.353345e+01
35 4595     -2.951168e+02 -2.786926e+01
35 1951     -6.383460e+02 -5.028937e+01
35 4596     -3.714127e+02 -4.922681e+01
35 4597     -2.723491e+02 -5.279443e+01
35 4598     -1.796557e+02 -7.320306e+01
35 3862     4.471375e+02 -8.746466e+01
35 1960     -6.470473e+02 -9.330310e+01
35 4599     4.033491e+02 2.931208e+02
35 4600     3.961912e+02 2.379311e+02
35 4601     7.564396e+02 2.320311e+02
35 3871     -1.089216e+02 2.115992e+02
35 4602     1.278474e+02 2.114484e+02
35 3870     2.963861e+02 2.089057e+02
35 4603     -5.489221e+02 1.709146e+02
35 3514     6.289561e+02 1.175341e+02
35 3885     -6.334007e+02 -8.243713e+00
35 4604     -4.711735e+02 7.960907e+01
35 4605     4.471737e+02 6.041107e+01
35 4606     -3.111711e+02 5.282440e+01
35 3872     3.810195e+02 3.102264e+01
35 4607     2.750421e+02 2.994470e+01
35 3842     4.403982e+02 1.810974e+01
35 3869     6.213300e+02 -2.446960e+00
35 4608     6.482372e+02 -5.803223e+00
35 4609     6.597863e+02 -2.649415e+02
35 4610     -4.212831e+02 -2.063569e+02
35 4611     -7.529437e+01 -2.084062e+02
35 4612     9.098053e+01 -2.093040e+02
35 3459     4.114152e+02 -2.166381e+02
35 338     -7.311801e+02 -2.462455e+02
35 2776     -6.692470e+02 -2.479525e+02
35 4613     -3.716471e+02 -1.061810e+02
35 4614     7.071447e+02 -3.307031e+02
35 4615     -1.530420e+01 2.984654e+02
35 4616     2.482103e+02 2.978351e+02
35 893     2.720079e+02 1.732956e+02
35 4617     7.417019e+02 -2.463782e+02
35 4618     2.247963e+02 4.971972e+02
35 4619     5.133076e+02 4.826449e+02
35 4620     -1.398945e+02 4.254978e+02
35 4621     -4.614526e+02 -1.178218e+02
35 4622     -7.716766e+02 5.427502e+01
35 4623     3.692672e+02 8.039569e+01
35 4624     -5.782058e+02 2.023069e+02
35 3873     3.565918e+02 2.990625e+01
35 4625     -3.914077e+02 9.554019e+01
35 4626     1.241955e+02 1.260006e+02
35 4627     3.692875e+02 1.428787e+02
35 2389     2.643186e+02 1.454557e+02
35 4628     -3.835695e+02 1.691046e+02
35 4629     -7.237450e+02 1.736832e+02
35 4630     5.387598e+02 2.038213e+02
35 3863     4.611023e+02 -1.289738e+02
35 4631     -4.988710e+02 -3.277979e+01
35 332     1.128654e+02 2.805132e+02
35 4632     2.815002e+01 -9.951782e+01
35 4633     -1.888129e+01 -9.978662e+01
35 4634     3.997445e+02 -8.716705e+01
35 3908     5.340078e+02 -7.148364e+01
35 4635     -3.557260e+02 -6.893719e+01
35 3526     6.072852e+02 -5.467944e+01
35 4636     -2.357520e+01 -5.468152e+01
35 3884     4.252043e+02 -6.035461e+00
35 4637     -3.129040e+02 -6.518738e+00
35 3883     3.765256e+02 -1.160950e+00
35 4638     -3.718434e+02 7.978760e+00
35 4639     -3.308040e+02 1.118396e+01
35 4640     -2.682088e+02 2.480798e+01
35 4641     9.296228e+01 2.992191e+02
35 718     -1.320304e+02 2.797643e+02
35 3482     -3.882642e+02 2.875162e+02
35 3865     -4.937061e+02 2.870419e+02
35 2370     3.244885e+02 2.920846e+02
35 4642     -2.760565e+02 2.925181e+02
35 4643     -3.136468e+02 2.927865e+02
35 4644     -3.486602e+02 2.916793e+02
35 4645     3.560181e+02 2.946177e+02
35 4646     -6.406903e+01 2.794736e+02
35 4647     6.407745e+02 4.835367e+02
35 4648     6.845464e+02 4.971660e+02
35 4649     -1.373491e+02 4.990030e+02
35 2367     -2.756563e+02 2.065412e+02
35 226     1.165472e+01 2.805293e+02
35 2368     5.351685e+01 2.791357e+02
35 4650     1.722888e+02 2.792206e+02
35 901     1.913785e+02 2.790434e+02
35 282     -2.526673e+02 2.759123e+02
35 2308     4.241609e+02 2.741268e+02
35 1485     -4.122276e+02 2.721091e+02
35 3520     -3.660830e+02 2.729630e+02
35 1486     -5.897830e+02 2.676074e+02
35 4651     -6.920013e+02 2.629643e+02
35 4652     -4.182279e+02 2.389087e+02
35 3893     -3.833372e+02 2.358629e+02
35 3498     -6.047545e+02 2.146049e+02
35 4653     -4.476562e+02 -1.188334e+02
35 3522     4.877546e+02 -1.339814e+02
35 4654     -7.840834e+02 -4.730273e+02
35 4655     9.233075e+01 -5.394233e+02
35 4656     3.563792e+02 3.696753e+02
35 4657     -4.643170e+02 2.904778e+02
35 3939     -1.853431e+02 -2.568375e+02
35 4658     -2.822183e+02 -1.583456e+02
35 4659     5.190630e+02 -1.602551e+02
35 4660     5.488574e+02 -1.626128e+02
35 4661     4.636193e+02 -1.663459e+02
35 4662     6.700331e+02 -1.802178e+02
35 3942     5.975908e+02 -2.294686e+02
35 4663     -4.021275e+02 -2.322043e+02
35 3508     -1.652512e+02 -2.375749e+02
35 2402     -4.650891e+01 -2.437966e+02
35 4664     -2.184369e+01 -2.465898e+02
35 2812     6.251740e+01 -2.443391e+02
35 4665     -2.898152e+02 -2.561795e+02
35 4666     3.038571e+02 -2.543533e+02
35 4667     -1.629427e+02 -2.763959e+02
35 4668     1.902860e+02 -2.753705e+02
35 3529     5.076565e+02 -1.400201e+02
35 4669     4.218599e+02 -2.784828e+02
35 4670     -5.129513e+02 -1.410984e+02
35 1962     6.640095e+02 -1.364828e+02
35 4671     -7.829216e+02 -3.536005e+02
35 4672     5.447295e+02 2.720424e+02
35 4673     6.090691e+02 2.692727e+02
35 4674     -5.625604e+02 -1.006260e+02
35 4675     -6.410618e+02 2.646785e+02
35 4676     -5.198481e+02 -5.632489e+01
35 3912     -2.374944e+02 -1.623029e+01
35 4677     3.376221e+01 -1.645807e+01
35 4678     -3.315013e+02 -2.619550e+01
35 4679     5.023406e+02 -2.786639e+01
35 3910     -1.453310e+02 -3.227985e+01
35 3911     3.590029e+02 -4.131989e+01
35 4680     -5.555378e+02 -4.092999e+01
35 4681     -1.032837e+02 -4.422559e+01
35 4682     -1.410380e+02 -1.033246e+01
35 4683     2.861949e+02 -8.800232e+00
35 4684     4.841217e+02 1.234912e+01
35 4685     4.677107e+02 1.490570e+01
35 4686     -1.134440e+02 2.452283e+01
35 3881     4.342988e+02 4.019135e+01
35 4687     -3.550133e+02 4.279584e+01
35 3927     3.565054e+02 4.695898e+01
35 3544     3.228633e+02 6.308594e+01
35 3918     -1.210613e+02 -1.167749e+02
35 2185     -2.445564e+02 -1.635574e+02
35 3527     2.246735e+02 -1.604197e+02
35 3578     1.637456e+02 -1.598636e+02
35 2816     -2.141760e+02 -1.595386e+02
35 4688     -2.122406e+01 -1.559304e+02
35 3580     4.485546e+02 -1.484549e+02
35 2415     -2.432297e+02 -1.397083e+02
35 3582     3.278447e+02 -1.380272e+02
35 4689     6.219857e+02 -1.334525e+02
35 4690     5.825833e+02 -1.189158e+02
35 4691     5.078446e+02 -1.126422e+02
35 2445     -2.266007e+02 -1.089847e+02
35 3525     3.640409e+02 -9.866406e+01
35 4692     -2.401265e+02 -9.703973e+01
35 3888     6.146036e+02 -9.359613e+01
35 4693     -1.024824e+02 -8.626019e+01
35 3906     3.811042e+02 -8.490192e+01
35 3904     4.675754e+02 -6.943481e+01
35 4694     4.928684e+02 -6.571533e+01
35 4695     -5.536269e+02 4.894734e+02
35 808     -1.814918e+02 2.776363e+02
35 4696     -6.760234e+02 2.795044e+02
35 4697     -7.128590e+02 2.805844e+02
35 3890     2.184650e+02 2.809425e+02
35 4698     6.802692e+02 2.842614e+02
35 4699     6.241301e+02 2.855745e+02
35 4700     -4.225322e+02 2.885889e+02
35 3538     -1.941476e+02 2.929856e+02
35 4701     2.055575e+02 2.963103e+02
35 4702     -6.577637e+01 2.973270e+02
35 4703     -1.412010e+02 2.965518e+02
35 4704     -6.566920e+02 4.419698e+02
35 4705     7.833337e+01 2.781970e+02
35 4706     -6.637870e+02 4.937374e+02
35 4707     -4.004065e+01 -2.136378e+02
35 4708     -4.582649e+02 9.204468e+00
35 3928     3.399320e+02 5.238507e+01
35 4709     3.332452e+02 1.298733e+02
35 4710     1.399849e+02 2.306954e+02
35 2395     -2.075026e+02 2.765167e+02
35 4711     -6.497944e+02 5.382316e+02
35 4712     -3.681534e+02 2.214157e+02
35 4713     3.317947e+02 9.127820e+01
35 4714     3.792742e+02 9.663196e+01
35 4715     4.245472e+02 9.792593e+01
35 3926     3.796401e+02 1.257516e+02
35 4716     2.233168e+02 1.352034e+02
35 4717     5.399655e+02 2.223325e+02
