64 3432 16351
0 0     2.203677e+02 1.492853e+01
9 197     5.189264e+01 3.038445e+02
9 157     1.404647e+02 3.761129e+02
9 1236     -1.128596e+02 3.871293e+02
9 794     1.078777e+02 3.969635e+02
9 756     -2.029065e+01 4.055724e+02
9 431     -4.328161e+02 -2.412436e+01
9 1237     3.078929e+02 -1.224152e+00
9 358     5.572510e+01 1.080383e+00
9 357     -4.829187e+01 1.279022e+00
9 926     3.371525e+02 7.059479e+00
9 479     -3.864105e+01 1.201547e+01
9 470     -4.023073e+02 1.471259e+01
9 267     -8.114862e+01 9.284509e+01
9 266     1.318964e+01 1.279679e+02
9 195     2.939178e+01 1.400912e+02
9 211     -2.351178e+01 1.413097e+02
9 1238     3.728241e+01 -3.767827e+02
9 1239     -5.880796e+02 -3.810234e+02
9 1240     -4.326853e+02 -3.955659e+02
9 1241     5.103890e+02 -4.020858e+02
9 1242     -1.390672e+02 -4.057702e+02
9 1243     -4.401436e+02 -1.830081e+02
9 1244     -1.179160e+02 -2.978726e+02
9 982     -8.792065e+01 -2.995075e+02
9 1245     -7.296588e+01 -3.001532e+02
9 1246     6.056238e+01 -3.006284e+02
9 1247     3.958314e+02 -3.102968e+02
9 1248     5.076858e+02 -3.108861e+02
9 1249     -1.205255e+02 -3.170910e+02
9 1250     1.040710e+02 -3.198051e+02
9 1251     1.388767e+02 -3.284734e+02
9 390     -4.532949e+02 -3.355471e+02
9 1252     -5.790546e+01 -2.362684e+02
9 1253     4.595917e+02 -1.829591e+02
9 1254     4.926019e+01 -2.339892e+02
9 1255     -4.847940e+02 -1.836583e+02
9 1256     -3.920782e+02 -2.197288e+02
9 1257     -3.719979e+02 -2.381901e+02
9 375     -4.911626e+02 -2.045400e+02
9 1258     3.429873e+02 -2.019033e+02
9 556     -7.185229e+01 -1.979585e+02
9 1259     3.702002e+02 -1.840234e+02
9 1260     3.550934e+02 -1.838062e+02
9 557     -3.808992e+02 -1.832087e+02
9 567     -3.624509e+02 -1.846246e+02
9 1261     -4.014714e+02 -2.608584e+02
9 1262     5.766486e+01 -2.826841e+02
9 281     -4.791260e+02 -2.810049e+02
9 1263     4.515319e+02 -2.676594e+02
9 1264     9.199939e+01 -2.640667e+02
9 1265     7.726575e+01 -2.640282e+02
9 379     -4.347534e+02 -2.590294e+02
9 1266     3.426233e+02 -2.549921e+02
9 555     -8.042828e+01 -2.456304e+02
9 1267     4.240891e+02 -2.429589e+02
9 187     -1.602488e+02 3.120595e+02
9 1268     4.154950e+02 -2.177185e+01
9 531     -9.424286e+01 3.814076e+02
9 549     -3.192487e+02 2.811890e-01
9 432     -3.102986e+02 3.738800e+00
9 1269     4.080037e+02 6.662384e+01
9 1270     -3.127926e+02 1.498956e+01
9 480     -3.218044e+02 4.410513e+01
9 1271     3.096996e+02 5.126172e+01
9 218     -3.190110e+02 5.846609e+01
9 1272     -3.475681e+02 5.932623e+01
9 1273     7.560693e+01 -6.511365e+01
9 1274     4.218567e+01 -6.472083e+01
9 539     -5.986359e+01 -6.407159e+01
9 1275     -9.773853e+01 -6.441974e+01
9 1276     5.627759e+01 -3.833414e+01
9 1277     -5.666742e+01 -3.832401e+01
9 553     -7.858179e+01 -3.786890e+01
9 551     -4.129238e+02 -1.333871e+01
9 489     4.791803e+01 -1.205646e+01
9 497     -1.455482e+02 3.889919e+02
9 296     -7.389191e+01 3.942760e+02
9 168     1.782552e+02 3.950342e+02
9 500     -6.725397e+01 4.017261e+02
9 300     -4.201251e+01 4.045341e+02
9 303     3.091248e+01 4.125758e+02
9 1278     -4.815781e+02 -1.746378e+02
9 492     2.050023e+02 3.873003e+02
9 546     9.389575e+01 2.620132e+01
9 272     -9.527063e+01 4.559174e+01
9 955     2.430794e+02 3.163438e+02
9 800     2.106299e+01 4.094778e+02
9 318     1.574135e+02 3.110299e+02
9 1279     -3.050742e+02 9.932736e+01
9 525     1.861499e+01 1.367191e+02
9 481     2.457947e+00 1.501046e+02
9 178     9.200684e+01 3.155926e+02
9 108     -1.149030e+02 3.205672e+02
9 321     -1.181404e+02 3.293213e+02
9 783     1.602899e+02 3.295001e+02
9 154     -5.341785e+01 3.363503e+02
9 780     1.658238e+02 3.467503e+02
9 491     -1.392879e+02 3.485004e+02
9 1280     2.204521e+02 3.645127e+02
9 324     1.684952e+02 3.652409e+02
9 494     -9.433875e+01 3.717490e+02
9 1281     2.046301e+01 3.792058e+02
9 1282     3.643298e+01 -2.989236e+02
9 1283     3.728727e+02 -2.970980e+02
9 1284     -1.518648e+02 -4.053428e+02
9 286     -4.546698e+02 -3.793775e+02
9 1285     -4.048620e+02 -3.711058e+02
9 1286     1.055407e+02 -3.348702e+02
9 1287     4.721322e+02 -1.268840e+02
9 1288     6.873938e+01 -1.217610e+02
9 1289     3.829932e+02 -1.188268e+02
9 384     4.408502e+01 -1.016625e+02
9 1290     5.618018e+01 -9.288593e+01
9 1291     -6.957495e+01 -7.874036e+01
9 488     -4.217267e+01 -7.777399e+01
9 1292     -9.462042e+01 -7.800543e+01
9 1293     4.123363e+02 -6.951367e+01
9 1294     7.289978e+01 -1.845192e+02
9 376     -7.649524e+01 -2.189261e+02
9 1295     3.596394e+02 -2.167585e+02
9 1296     6.059338e+01 -2.077639e+02
9 1297     4.130505e+02 -1.907724e+02
9 1298     5.117401e+01 -1.614910e+02
10 1299     2.129681e+02 -4.545262e+02
10 1300     7.161664e+01 1.844476e+01
10 1301     2.336578e+01 -3.643820e+02
10 1302     1.241794e+02 -3.619459e+02
10 1303     1.321417e+01 -8.393250e+01
10 672     1.239770e+02 -8.292474e+01
10 0     -9.511603e+01 -9.134088e+01
10 2     -1.008564e+02 -2.487358e+02
10 989     6.983728e+01 -2.891844e+02
10 990     6.727808e+01 -1.399789e+02
10 1304     1.810114e+02 -2.890325e+02
10 5     -3.922192e+01 -2.927370e+02
10 853     -3.542316e+01 -1.408483e+02
10 49     1.713125e+02 -1.370949e+02
10 6     2.668207e+01 3.898997e+02
10 1305     1.040414e+02 9.550650e+01
10 1306     2.719031e+01 8.942374e+01
10 4     -1.424740e+02 4.656006e+00
10 1307     6.380005e+01 9.493311e+01
10 1308     4.741467e+01 2.366779e+02
10 1309     2.397648e+02 -3.920896e+02
10 1310     -1.579988e+02 -2.160748e+02
10 1311     -3.822302e+01 -3.972584e+02
10 1014     1.837774e+02 -3.926671e+02
10 1312     1.651331e+02 9.007141e+00
10 1077     6.300140e+01 -6.997174e+01
10 1009     1.900804e+02 -3.395178e+01
10 1313     -1.993911e+02 5.818921e+01
10 9     7.174170e+01 1.684460e+01
10 10     -4.443274e+01 -4.464740e+01
10 1314     1.760724e+02 3.959354e+02
10 1315     2.472264e+02 -5.027330e+02
10 1102     -9.603912e+01 -5.054659e+02
10 1316     3.716315e+01 -4.876139e+02
10 1317     -9.056628e+01 -3.930198e+02
10 1318     -1.507220e+02 -1.254857e+02
10 30     8.501379e+01 4.546450e+02
10 1319     2.562555e+02 2.985159e+02
10 1320     2.105029e+02 2.731512e+02
10 1321     -7.111084e+01 2.083246e+02
10 11     5.186060e+01 2.003557e+02
10 1322     2.843486e+02 1.957747e+02
10 1323     1.632555e+02 1.268279e+02
10 1324     3.376440e+01 -4.594385e+02
10 1039     4.262211e+02 -6.752960e+01
10 1325     -1.604973e+02 -5.405159e+02
10 1326     3.945435e+01 -9.470844e+01
10 1040     1.462228e+02 -1.011049e+02
10 15     6.602002e+01 -9.941870e+01
10 1327     -2.304000e+02 -1.524625e+02
10 1328     4.599519e+02 -2.896146e+02
10 1046     1.382947e+02 1.494896e+02
10 12     6.055804e+01 1.418907e+02
10 1329     1.849023e+02 1.290954e+02
10 1330     3.846965e+02 1.842237e+02
10 1331     -2.516292e+02 2.769961e+02
10 1332     2.728496e+02 2.882413e+02
10 1333     -3.840015e+01 8.872089e+01
10 1334     2.181356e+02 -5.544827e+02
10 31     -7.175250e+01 4.149489e+02
10 1335     3.084038e+02 3.258661e+02
10 1336     2.715348e+02 3.266650e+02
10 1337     2.933856e+02 3.361426e+02
10 1338     2.479208e+02 3.182604e+02
10 29     2.397290e+01 4.278494e+02
10 1339     8.989258e+01 4.285265e+02
10 17     -5.214520e+01 4.423607e+02
10 1340     -1.112296e+02 -3.962623e+02
10 1104     -9.547339e+01 -3.412666e+02
10 1341     5.006042e+00 -5.581058e+02
10 19     1.017317e+02 -5.566053e+02
10 1342     2.410548e+02 -5.497760e+02
10 1034     1.205408e+02 -4.407467e+02
10 1343     -6.649677e+01 -1.414564e+02
10 1344     1.646986e+02 -4.295074e+01
10 25     -1.790176e+02 -3.793811e+01
10 13     -1.269828e+02 -3.585883e+01
10 1345     -2.163397e+02 -1.583545e+01
10 14     -1.380729e+02 -1.234351e+01
10 1346     -8.964484e+01 -2.924406e+02
10 43     -1.346375e+02 -2.876296e+02
10 1347     2.055529e+02 -2.096003e+02
10 1348     -2.306069e+02 -2.013214e+02
10 1349     2.908496e+02 -2.633807e+02
10 1350     3.180961e+02 -2.611169e+02
10 1351     3.159740e+02 3.579388e+02
10 37     7.712451e+01 3.515790e+02
10 1352     1.997690e+02 4.535606e+02
10 1353     2.630391e+02 4.358596e+02
10 1354     1.552958e+02 4.334213e+02
10 35     -8.182983e-01 2.701418e+02
10 34     -2.699042e+01 2.571942e+02
10 1355     2.084907e+02 2.567802e+02
10 1356     -2.455302e+02 -2.184523e+02
10 1357     3.445073e+02 2.520013e+02
10 1358     -2.211064e+02 2.438879e+02
10 1359     3.436763e+02 3.412671e+02
10 36     -4.307379e+01 3.315437e+02
10 1360     3.080919e+02 -3.009887e+02
10 1361     3.217675e+02 -2.932911e+02
10 1362     1.737980e+02 5.736471e+02
10 1363     2.974510e+02 -3.277690e+02
10 1364     2.145955e+02 -3.101705e+02
10 1365     2.105301e+02 5.051121e+02
10 1366     3.859998e+01 4.889786e+02
10 1367     -2.911321e+02 -2.731892e+02
10 1368     1.851072e+02 4.698271e+02
10 1369     1.823102e+02 5.308583e+02
10 1370     1.951825e+02 5.192952e+02
10 1371     2.964010e+02 -6.360400e+01
10 1372     -9.707483e+01 -6.442462e+01
10 1373     2.715120e+02 -7.341901e+01
10 1374     2.844647e+02 -7.533673e+01
10 607     2.152660e+02 -8.461346e+01
10 1375     2.670144e+02 -2.393567e+01
10 1376     2.559716e+02 -3.661316e+01
10 1377     4.087854e+01 -5.295428e+01
10 1378     3.898567e+02 -5.143390e+01
10 1379     2.800740e+02 -1.506341e+02
10 1380     2.772614e+02 -1.199403e+02
10 1381     -3.054512e+02 -1.986900e+02
10 1382     3.834253e+01 1.157249e+02
10 1383     1.570847e+02 1.022648e+02
10 1384     1.446393e+01 1.003976e+02
10 1385     -3.350105e+02 -2.153416e+02
10 22     -2.959137e+01 2.022805e+02
10 1386     3.551207e+02 1.828971e+02
10 1387     4.751849e+01 1.855237e+01
10 1388     -1.452546e+02 1.472662e+01
10 1389     2.517784e+02 1.077045e+01
10 197     7.778870e+01 -5.762634e+00
10 1390     2.775863e+02 -4.461975e+00
10 1391     1.579244e+02 6.050134e+01
10 32     4.047595e+01 7.805225e+01
10 1392     2.286414e+01 6.867554e+01
10 1393     6.751526e+00 5.622980e+01
10 1394     -1.149091e+02 4.787604e+01
10 1395     -8.415027e+01 -5.469327e+02
10 1396     2.899243e+01 -5.511528e+02
10 1397     2.002729e+02 -5.483502e+02
10 18     -4.589557e+01 -5.477749e+02
10 1398     -8.845093e+00 -5.467035e+02
10 1399     3.074601e+02 -1.652191e+02
10 1400     2.634966e+02 1.365867e+02
10 1401     1.112061e+02 5.606016e+02
10 1117     3.764081e+01 -4.124355e+02
10 1402     6.112115e+01 -4.095852e+02
10 41     -1.753967e+01 -3.933928e+02
10 1116     3.788434e+01 -3.883774e+02
10 1108     8.364532e+01 -3.870854e+02
10 1114     6.063019e+01 -3.861323e+02
10 1113     1.439227e+01 -3.868472e+02
10 1109     1.065011e+02 -3.848767e+02
10 1403     3.803253e+01 -4.278462e+02
10 1404     6.113293e+01 -4.277714e+02
10 1119     1.305936e+02 -4.262557e+02
10 1405     1.076083e+02 -4.249010e+02
10 1118     8.346527e+01 -4.234684e+02
11 1406     6.800293e+00 -1.066250e+02
11 1407     2.380756e+01 -3.346569e+02
11 1408     1.769470e+01 1.942751e+02
11 672     8.572485e+01 5.620685e+01
11 1409     -2.037534e+02 -2.515176e+02
11 1303     -5.293945e+01 5.900208e+01
11 61     1.933978e+01 -2.044587e+02
11 391     1.724677e+01 -2.505560e+01
11 1410     3.362903e+01 -4.878307e+02
11 5     -1.188183e+02 -2.121298e+02
11 1411     -1.401298e+02 -2.846318e+02
11 1412     1.830809e+02 -2.810171e+02
11 778     -1.314221e+02 5.573840e+01
11 853     -1.164670e+02 -1.216180e+01
11 49     1.491833e+02 -1.302496e+01
11 1413     1.517509e+02 -8.567407e+01
11 994     1.567373e+02 -2.118598e+02
11 1414     2.508973e+02 1.562980e+02
11 1415     -8.763611e+01 -3.996718e+02
11 399     -1.000757e+01 -8.002014e+00
11 1416     7.984253e+01 1.073408e+02
11 1417     8.014423e+01 1.501175e+02
11 9     2.298285e+01 1.942109e+02
11 1418     1.854904e+02 3.844517e+02
11 1419     -1.227115e+02 3.827093e+02
11 1001     4.568652e+01 -2.267125e+02
11 1000     -6.780579e+00 -2.273124e+02
11 1420     1.673853e+02 -4.530994e+02
11 1421     -1.208999e+02 -4.322273e+02
11 1422     1.995729e+02 -4.251361e+02
11 1423     4.196686e+01 -8.872009e+00
11 1424     4.458356e+01 -1.192550e+02
11 1273     4.443060e+01 -7.933972e+01
11 577     -9.881165e+00 -8.009161e+01
11 1425     -1.882727e+02 -3.901150e+02
11 807     -1.235257e+02 2.240640e+02
11 574     -9.501892e+00 -1.184676e+02
11 1079     -8.984558e+00 -1.785364e+02
11 575     4.597021e+01 -1.795635e+02
11 1082     -1.200522e+02 -3.369474e+02
11 1106     2.043146e+01 -2.482974e+02
11 1426     2.269662e+02 -3.326777e+02
11 1427     1.376559e+02 -1.297411e+02
11 1428     1.778433e+02 -5.174851e+02
11 1429     2.500309e+02 -4.897721e+02
11 1430     -1.329518e+02 1.069607e+02
11 1431     1.765755e+02 1.086756e+02
11 15     1.496338e+01 3.792230e+01
11 1123     1.554169e+01 8.880310e+00
11 1432     -1.342922e+02 -8.619824e+01
11 748     1.706998e+02 3.569272e+02
11 1433     2.460425e+02 1.362156e+02
11 1135     -9.990527e+01 -1.181851e+02
11 1434     2.339808e+02 -4.663169e+02
11 1435     2.252918e+02 -5.154315e+02
11 1436     5.627637e+01 -5.272729e+02
11 1437     1.188814e+02 -5.678831e+02
11 1438     4.373016e+01 -5.810663e+02
11 1439     -1.344503e+02 -1.198308e+02
11 1440     1.532504e+02 -1.528588e+02
11 1441     6.414966e+01 2.158155e+02
11 1442     2.366526e+02 -4.133574e+02
11 1443     4.563940e+01 2.320461e+02
11 27     -3.322083e+00 2.316746e+02
11 28     2.113269e+01 2.376862e+02
11 1444     1.500656e+02 2.414278e+02
11 220     1.238495e+01 2.556065e+02
11 1445     -1.066835e+02 2.545536e+02
11 1446     -1.837703e+02 2.808532e+02
11 1447     -7.959296e+01 2.835177e+02
11 1448     2.530610e+02 3.168179e+02
11 1449     -1.180027e+02 -1.055746e+02
11 867     -2.049249e+01 2.178710e+02
11 66     8.872192e+00 2.028058e+02
11 26     3.620691e+01 1.991613e+02
11 414     -2.861243e+01 1.945466e+02
11 413     7.147882e+01 1.933928e+02
11 70     -2.265710e+01 1.722278e+02
11 64     6.439764e+01 1.701265e+02
11 55     2.073932e+01 1.475214e+02
11 1450     -1.338630e+02 1.370682e+02
11 1451     -9.860721e+01 -6.084833e+01
11 56     1.568701e+01 -7.826306e+01
11 1452     9.331622e+01 5.086882e+02
11 669     -1.824407e+02 3.993179e+02
11 1453     2.758278e+02 3.915020e+02
11 1454     2.792172e+02 3.658688e+02
11 738     9.523590e+01 3.601346e+02
11 1455     -1.863136e+02 -4.743462e+02
11 1456     -1.288731e+02 -4.736339e+02
11 39     2.481433e+01 -5.252983e+02
11 1457     1.992934e+02 -5.442318e+02
11 1458     1.723048e+02 -1.225853e+02
11 1459     -1.371785e+02 -1.514809e+02
11 1460     -9.849371e+01 -1.511638e+02
11 1461     1.347158e+02 -1.504700e+02
11 1462     6.935199e+01 -1.849802e+02
11 1463     1.929120e+01 -2.165907e+02
11 1464     1.737924e+02 -3.792811e+02
11 1087     2.469382e+02 -3.492902e+02
11 1465     -1.192330e+02 -4.017212e+02
11 1466     1.772332e+02 -4.105435e+02
11 1467     -1.805848e+02 -4.227705e+02
11 1468     -9.878293e+01 -4.236074e+02
11 1469     1.831855e+02 -4.246566e+02
11 1470     1.474522e+02 -4.274401e+02
11 1471     1.680379e+02 -4.805564e+02
11 1472     5.438770e+01 -1.391640e+02
11 434     -1.912170e+00 -1.390747e+02
11 1473     6.691431e+01 -1.326127e+02
11 877     -1.368773e+02 -6.192822e+01
11 875     -9.551852e+01 -4.608191e+01
11 1474     1.648956e+01 -2.365204e+01
11 1139     3.283539e+01 -1.415449e+02
11 1475     -1.873187e+01 -2.005576e+02
11 1075     -1.190642e+02 -2.045126e+02
11 1476     3.026758e+01 -2.026514e+02
11 92     3.023743e+01 1.296942e+02
11 1477     5.675568e+01 -1.994395e+02
11 1478     1.892657e+01 -1.853741e+02
11 1479     -9.152567e+01 2.658086e+02
11 88     3.322449e+01 2.386267e+02
11 121     6.151782e+01 2.417452e+02
11 658     2.330358e+02 2.510095e+02
11 1480     8.657117e+01 2.971755e+02
11 1481     -3.768506e+01 3.043924e+02
11 424     2.261292e+01 1.783141e+02
11 134     1.268719e+01 1.310106e+02
11 444     4.850659e+01 1.344853e+02
11 316     -5.750854e+00 1.343723e+02
11 1482     1.771451e+02 1.417844e+02
11 78     3.502881e+01 1.453158e+02
11 77     7.666748e+00 1.460543e+02
11 76     5.879474e+01 1.582394e+02
11 82     -1.580084e+01 1.583903e+02
11 72     7.271661e+01 2.068242e+02
11 1483     2.839875e+02 2.170205e+02
11 757     1.448326e+02 2.272908e+02
11 86     5.630597e+01 2.273937e+02
11 1484     2.030799e+02 -5.250643e+02
11 1485     1.216146e+02 -1.243060e+02
11 427     4.698328e+01 2.506829e+02
11 1486     1.697809e+01 -6.888347e+02
11 883     -1.374818e+02 -4.509442e+01
11 1487     1.522928e+02 4.376334e+02
11 1488     1.636225e+02 4.252710e+02
11 1489     -1.242590e+02 4.102028e+02
11 1490     2.737032e+02 4.077918e+02
11 1491     4.247296e+02 4.048130e+02
11 1492     2.207145e+02 3.832247e+02
11 1493     8.531555e+01 1.367809e+02
11 1494     -1.558220e+02 5.838695e+02
11 665     -6.167255e+01 3.527829e+02
11 84     -3.031860e+01 1.803786e+02
11 451     7.847314e+01 2.322625e+02
11 87     -1.648688e+01 2.271116e+02
11 167     1.110864e+01 2.250057e+02
11 166     3.062024e+01 2.255837e+02
11 85     -3.059125e+01 2.052681e+02
11 235     1.067657e+02 2.028110e+02
11 716     1.194765e+02 2.042717e+02
11 891     -6.721124e+01 1.935636e+02
11 323     2.143884e+01 1.929281e+02
11 450     1.059266e+02 1.828340e+02
11 83     7.337720e+01 1.810320e+02
11 550     -3.596429e+01 2.321102e+02
11 894     -6.467212e+01 1.731421e+02
11 467     -6.783875e+00 1.686981e+02
11 178     4.911493e+01 1.685682e+02
11 98     8.897516e+01 1.681735e+02
11 1495     1.125132e+02 1.579786e+02
11 187     -5.896606e+01 1.639563e+02
11 190     1.128180e+01 1.597995e+02
11 197     3.151044e+01 1.596912e+02
11 1496     4.571375e+01 2.964935e+02
11 1497     -2.254193e+02 3.768497e+02
11 1498     -1.451501e+01 2.743383e+02
11 174     9.123230e+00 2.677527e+02
11 225     3.200720e+01 2.676869e+02
11 701     -5.840662e+01 2.494483e+02
11 500     -2.296667e+01 2.434142e+02
11 89     7.374023e+00 2.385204e+02
11 1499     -1.399153e+02 -3.415632e+02
11 1500     2.244149e+02 -4.363287e+02
11 1501     -1.416114e+02 -4.066871e+02
11 1502     1.537717e+02 -4.022268e+02
11 1503     -1.309362e+02 -3.803076e+02
11 1504     1.675330e+01 -4.931537e+01
11 1505     -8.494757e+01 -1.171869e+01
11 433     2.676331e+01 2.325012e+01
11 715     3.800354e+00 2.446753e+01
11 714     -1.153680e+02 2.871356e+01
11 211     4.592712e+00 3.741766e+01
11 210     1.000085e+01 1.143624e+02
11 208     5.635107e+01 1.204459e+02
11 193     -1.292224e+01 1.200510e+02
11 1506     8.096820e+01 1.205403e+02
11 464     -3.272040e+01 1.309948e+02
11 1507     1.001131e+02 1.370801e+02
11 651     5.722351e+01 -1.647875e+02
11 1508     -5.621364e+02 -2.084309e+02
11 1509     3.011763e+02 -1.859224e+02
11 1510     1.548773e+02 -1.702859e+02
11 1511     -1.862502e+02 -4.110437e+02
11 1150     6.669623e+01 -1.557847e+02
11 1512     1.897632e+01 -1.554547e+02
11 653     5.640204e+01 -1.502757e+02
11 654     4.517029e+01 -1.482255e+02
11 1513     1.655707e+01 -1.136512e+02
11 1514     -9.972748e+01 -6.124821e+02
11 1515     1.456817e+02 -5.823429e+02
11 706     9.850018e+01 1.533465e+02
11 1516     2.764832e+00 2.983377e+02
11 709     9.057037e+01 1.461846e+02
11 1517     6.814185e+01 1.390552e+02
11 1518     2.945557e-01 -5.288591e+02
11 1519     -3.154150e+01 -5.113229e+02
11 1520     1.741288e+02 -4.688844e+02
11 1521     2.335284e+02 -4.467992e+02
11 1522     -1.092982e+02 -4.438663e+02
11 1523     5.252014e+00 -5.400265e+02
11 1524     3.544293e+01 -5.298281e+02
11 1525     1.497168e+01 -5.303545e+02
12 1526     -2.483557e+01 -2.458456e+02
12 1527     -2.150600e+02 -4.694623e+01
12 1407     -2.715546e+01 -4.690353e+02
12 984     -8.975098e+00 2.881812e+01
12 1528     -1.153317e+02 6.204716e+02
12 1529     -4.265031e+02 9.516956e+01
12 1530     5.025623e+01 -4.140537e+02
12 1531     -1.031315e+02 -4.104358e+02
12 989     -2.531818e+01 -3.337604e+02
12 1532     -4.995216e+02 -3.227433e+02
12 391     -1.993677e+01 -1.678850e+02
12 1533     -3.578494e+02 2.377289e+02
12 1534     -3.979687e+02 3.429640e+02
12 1535     1.694761e+02 7.737073e+01
12 1536     -2.861848e+02 7.083868e+01
12 5     -1.635035e+02 -3.396298e+02
12 1304     1.147008e+02 -3.433799e+02
12 1411     -1.959778e+02 -4.168474e+02
12 1537     1.436542e+02 -4.215004e+02
12 1410     -2.887964e+01 -6.370496e+02
12 1002     1.095116e+02 2.087659e+01
12 1538     -3.601691e+02 -4.471283e+02
12 1539     -3.258723e+02 -2.106413e+02
12 49     1.106841e+02 -1.534915e+02
12 853     -1.487991e+02 -1.502130e+02
12 1540     -1.778116e+02 2.872988e+02
12 1541     -5.259602e+02 6.133282e+02
12 1542     -2.319987e+02 5.813248e+02
12 1543     -2.961328e+01 5.151032e+02
12 1544     -3.878248e+02 4.174821e+02
12 1545     1.237817e+02 2.908780e+02
12 998     -1.512450e+02 -8.527118e+01
12 1546     -3.891153e+02 -1.537718e+02
12 1547     -4.639302e+02 -1.724860e+02
12 1548     -5.533721e+02 -5.551149e+02
12 995     -2.224915e+02 -5.528330e+02
12 1549     1.557177e+02 -5.692517e+02
12 1550     -2.725952e+02 1.299071e+02
12 1551     -5.466757e+02 1.043945e+02
12 1552     1.218870e+02 1.957424e+02
12 1553     -2.003970e+02 4.502920e+02
12 1554     -2.474464e+02 6.649983e+02
12 1084     1.197180e+02 -6.060435e+02
12 1421     -1.810510e+02 -5.703872e+02
12 1014     1.172017e+02 -4.768702e+02
12 1311     -1.749062e+02 -4.757018e+02
12 1001     2.768799e+00 -3.592296e+02
12 1000     -5.420398e+01 -3.583281e+02
12 1006     4.688293e+00 -3.151257e+02
12 1555     -3.676197e+02 -2.672527e+02
12 571     5.151855e+00 -2.526396e+02
12 574     -5.126758e+01 -2.509408e+02
12 1556     -4.906153e+02 -2.397256e+02
12 1557     -3.877100e+02 -2.207264e+02
12 9     -6.965820e+00 3.705029e+01
12 1079     -5.369366e+01 -3.090602e+02
12 1558     5.713477e+01 3.611351e+02
12 1559     -4.296182e+02 5.214718e+02
12 1560     -4.471711e+02 4.629709e+02
12 1561     -1.695615e+02 4.278114e+02
12 1562     -2.983709e+02 3.846721e+02
12 1563     -9.585217e+01 5.363153e+02
12 1564     -1.400745e+02 6.524636e+02
12 1565     -2.059430e+02 6.560251e+02
12 1566     -1.708700e+02 6.674664e+02
12 1567     2.234180e+02 8.816193e+01
12 1438     -2.278369e+01 -7.451899e+02
12 1435     1.825803e+02 -6.735308e+02
12 1568     1.933870e+02 -6.181992e+02
12 1426     1.859103e+02 -4.744563e+02
12 1569     -5.428838e+02 -3.556180e+02
12 1570     1.791934e+02 -2.686924e+02
12 1571     9.623615e+01 -2.674614e+02
12 1572     -3.087922e+02 -2.379946e+02
12 51     5.599060e+00 -1.391066e+02
12 7     -4.497925e+01 -1.395710e+02
12 1573     -2.466375e+02 -9.870563e+01
12 1574     -2.846642e+02 2.944861e+02
12 1096     4.537390e+01 -3.869495e+01
12 313     3.796368e+01 -1.124506e+01
12 1575     2.699856e+02 3.957397e+00
12 1576     -5.098958e+02 1.298783e+02
12 895     5.645575e+01 1.353871e+02
12 1577     -4.721368e+01 1.506841e+02
12 1578     -7.911621e+00 1.818214e+02
12 1579     -1.157379e+02 -6.842733e+02
12 1580     -8.910236e+01 2.607397e+02
12 1581     3.271199e+02 2.523658e+02
12 1582     4.928358e+02 2.248571e+02
12 1583     1.981934e+02 2.031108e+02
12 1428     1.300040e+02 -6.723361e+02
12 1584     -5.819332e+02 1.853640e+02
12 1585     -1.829234e+02 7.157843e+02
12 1586     -1.410167e+02 7.025453e+02
12 1587     -4.566872e+02 5.951426e+02
12 1588     -1.210881e+02 5.587759e+02
12 1589     -3.103064e+02 4.445388e+02
12 1590     -1.041050e+02 4.291875e+02
12 1591     -8.091846e+01 4.187875e+02
12 1592     -2.195746e+02 4.154447e+02
12 1593     -2.695702e+02 3.887152e+02
12 1594     2.238062e+02 -3.196825e+02
12 607     1.729171e+02 -9.166974e+01
12 15     -1.869476e+01 -1.052686e+02
12 1595     -3.429960e+02 -1.165151e+02
12 1596     4.934209e+02 -1.985546e+02
12 1439     -1.740812e+02 -2.516484e+02
12 1597     -5.323170e+02 -3.782634e+02
12 1598     -3.747333e+02 -4.570215e+02
12 1340     -2.638590e+02 -4.700706e+02
12 1029     -2.480079e+02 -5.195781e+02
12 1101     -2.536527e+02 -5.822919e+02
12 1455     -2.563841e+02 -6.149185e+02
12 1599     -2.476905e+02 -6.656595e+02
12 1600     -6.808362e+01 -6.738051e+02
12 1436     -1.707825e+00 -6.819562e+02
12 1601     2.963406e+02 1.623453e+02
12 1602     5.083301e+02 1.564370e+02
12 1603     -3.698655e+02 1.391058e+02
12 1604     -4.952523e+02 4.358032e+01
12 1605     3.314901e+02 4.131116e+01
12 1606     -2.496096e+02 6.042419e+00
12 1607     1.988208e+02 2.913696e+00
12 1608     3.360842e+02 -4.838074e+00
12 1609     -4.882368e+02 2.109397e+02
12 1610     -1.564138e+02 -3.272491e+01
12 634     9.501086e+01 -5.715088e+01
12 1611     -1.808696e+02 3.481647e+02
12 1612     -2.769085e+02 3.327188e+02
12 1121     3.932861e+00 -1.268337e+02
12 1613     -5.200660e+02 3.836555e+02
12 1614     -3.796015e+02 3.865916e+02
12 1615     -4.429780e+02 1.846638e+02
12 1616     -3.800229e+02 1.987739e+02
12 1617     4.243601e+02 2.033495e+02
12 1618     -4.040889e+02 2.149662e+02
12 1619     4.609473e+01 3.318674e+02
12 1620     -4.226011e+02 2.535182e+02
12 1621     -2.991974e+02 3.126498e+02
12 1622     -3.550306e+02 3.246008e+02
12 1623     -1.596926e+02 6.365691e+02
